imdbID,title,year,mpaa,duration,genres,rating,metascore,summary,directors,stars,numvotes,gross
0190590,"O Brother, Where Art Thou?",2000,PG-13,107,Adventure++Comedy++Crime,7.8,69,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",Joel Coen++Ethan Coen,George Clooney++John Turturro++Tim Blake Nelson++John Goodman,237807,$45.51M
0187078,"Gone in Sixty Seconds",2000,PG-13,118,Action++Crime++Thriller,6.5,35,"A retired master car thief must come back to the industry and steal 50 cars with his crew in one night to save his brother's life.",Dominic Sena,Nicolas Cage++Angelina Jolie++Giovanni Ribisi++T.J. Cross,227250,$101.64M
0190332,"Crouching Tiger, Hidden Dragon",2000,PG-13,120,Action++Adventure++Fantasy,7.9,93,"A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.",Ang Lee,Yun-Fat Chow++Michelle Yeoh++Ziyi Zhang++Chen Chang,225206,$128.07M
0187393,"The Patriot",2000,R,165,Action++Drama++History,7.1,63,"Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.",Roland Emmerich,Mel Gibson++Heath Ledger++Joely Richardson++Jason Isaacs,217621,$113.33M
0181875,"Almost Famous",2000,R,122,Adventure++Comedy++Drama,7.9,90,"A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.",Cameron Crowe,Billy Crudup++Patrick Fugit++Kate Hudson++Frances McDormand,216383,$32.52M
0134847,"Pitch Black",2000,R,109,Horror++Sci-Fi,7.1,49,"A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.",David Twohy,Radha Mitchell++Cole Hauser++Vin Diesel++Keith David,200660,$39.24M
0175142,"Scary Movie",2000,R,88,Comedy,6.2,48,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",Keenen Ivory Wayans,Anna Faris++Jon Abrahams++Marlon Wayans++Carmen Electra,195583,$157.00M
0183505,"Me, Myself & Irene",2000,R,116,Comedy,6.5,49,"A nice-guy cop with dissociative identity disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.",Bobby Farrelly++Peter Farrelly,Jim Carrey++Renée Zellweger++Anthony Anderson++Mongo Brownlee,193324,$90.57M
0195714,"Final Destination",2000,R,98,Horror++Thriller,6.7,36,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",James Wong,Devon Sawa++Ali Larter++Kerr Smith++Kristen Cloke,190058,$53.30M
0163978,"The Beach",2000,R,119,Adventure++Drama++Romance,6.6,43,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",Danny Boyle,Leonardo DiCaprio++Daniel York++Patcharawan Patarakijjanon++Virginie Ledoyen,187052,$39.78M
0245712,"Amores Perros",2000,R,154,Drama++Thriller,8.1,83,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Alejandro González Iñárritu,Emilio Echevarría++Gael García Bernal++Goya Toledo++Álvaro Guerrero,183820,$5.38M
0181865,"Traffic",2000,R,147,Crime++Drama++Thriller,7.6,86,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",Steven Soderbergh,Michael Douglas++Benicio Del Toro++Catherine Zeta-Jones++Jacob Vargas,175736,$124.11M
0210945,"Remember the Titans",2000,PG,113,Biography++Drama++Sport,7.8,48,"The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.",Boaz Yakin,Denzel Washington++Will Patton++Wood Harris++Ryan Hurst,168742,$115.65M
0207201,"What Women Want",2000,PG-13,127,Comedy++Fantasy++Romance,6.4,47,"After an accident, a chauvinistic executive gains the ability to hear what women are really thinking.",Nancy Meyers,Mel Gibson++Helen Hunt++Marisa Tomei++Alan Alda,166032,$182.81M
0241303,"Chocolat",2000,PG-13,121,Drama++Romance,7.3,64,"A woman and her daughter open a chocolate shop in a small French village that shakes up the rigid morality of the community.",Lasse Hallström,Juliette Binoche++Judi Dench++Alfred Molina++Carrie-Anne Moss,156292,$71.31M
0170016,"How the Grinch Stole Christmas",2000,PG,104,Comedy++Family++Fantasy,6.0,46,"On the outskirts of Whoville, there lives a green, revenge-seeking Grinch who plans on ruining the Christmas holiday for all of the citizens of the town.",Ron Howard,Jim Carrey++Taylor Momsen++Kelley++Jeffrey Tambor,152877,$260.03M
0160127,"Charlie's Angels",2000,PG-13,98,Action++Adventure++Comedy,5.5,52,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",McG,Cameron Diaz++Drew Barrymore++Lucy Liu++Bill Murray,150622,$125.31M
0146882,"High Fidelity",2000,R,113,Comedy++Drama++Music,7.5,79,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",Stephen Frears,John Cusack++Iben Hjejle++Todd Louiso++Jack Black,148529,$27.28M
0120630,"Chicken Run",2000,G,84,Animation++Adventure++Comedy,7.0,88,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",Peter Lord++Nick Park,Mel Gibson++Julia Sawalha++Phil Daniels++Lynn Ferguson,147406,$106.79M
0212346,"Miss Congeniality",2000,PG-13,109,Action++Comedy++Crime,6.2,43,"An FBI agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.",Donald Petrie,Sandra Bullock++Michael Caine++Benjamin Bratt++Candice Bergen,146590,$106.81M
0266308,"Battle Royale",2000,Not Rated,114,Adventure++Drama++Sci-Fi,7.7,81,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",Kinji Fukasaku,Tatsuya Fujiwara++Aki Maeda++Tarô Yamamoto++Takeshi Kitano,144957,
0195685,"Erin Brockovich",2000,R,131,Biography++Drama,7.3,73,"An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.",Steven Soderbergh,Julia Roberts++Albert Finney++David Brisbin++Dawn Didawick,142546,$125.55M
0215129,"Road Trip",2000,R,93,Adventure++Comedy,6.5,55,"Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.",Todd Phillips,Breckin Meyer++Seann William Scott++Amy Smart++Paulo Costanzo,138275,$68.53M
0120917,"The Emperor's New Groove",2000,G,78,Animation++Adventure++Comedy,7.3,70,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",Mark Dindal,David Spade++John Goodman++Eartha Kitt++Patrick Warburton,137857,$89.30M
0177971,"The Perfect Storm",2000,PG-13,130,Action++Adventure++Drama,6.4,59,"An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.",Wolfgang Petersen,George Clooney++Mark Wahlberg++John C. Reilly++Diane Lane,137468,$182.62M
0242423,"Dude, Where's My Car?",2000,PG-13,83,Comedy++Mystery++Sci-Fi,5.5,30,"Two potheads wake up after a night of partying and cannot remember where they parked their car.",Danny Leiner,Ashton Kutcher++Seann William Scott++Jennifer Garner++Marla Sokoloff,120351,$46.73M
0164052,"Hollow Man",2000,R,112,Action++Horror++Sci-Fi,5.7,24,"Scientists discover how to make people invisible, but their test subject becomes an insane killer who stalks them.",Paul Verhoeven,Kevin Bacon++Elisabeth Shue++Josh Brolin++Kim Dickens,106041,$73.21M
0216216,"The 6th Day",2000,PG-13,123,Action++Mystery++Sci-Fi,5.9,49,"Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.",Roger Spottiswoode,Arnold Schwarzenegger++Michael Rapaport++Tony Goldwyn++Michael Rooker,103277,$34.54M
0134084,"Scream 3",2000,R,116,Horror++Mystery,5.5,56,"While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, a new Ghostface begins to terrorize them once again.",Wes Craven,David Arquette++Neve Campbell++Courteney Cox++Liev Schreiber,103249,$89.14M
0249462,"Billy Elliot",2000,R,110,Drama++Music++Romance,7.7,74,"A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.",Stephen Daldry,Jamie Bell++Julie Walters++Jean Heywood++Jamie Draven,102710,$21.99M
0161081,"What Lies Beneath",2000,PG-13,130,Drama++Fantasy++Horror,6.6,51,"The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.",Robert Zemeckis,Harrison Ford++Michelle Pfeiffer++Katharine Towne++Miranda Otto,101641,$155.37M
0184894,"Shanghai Noon",2000,PG-13,110,Action++Adventure++Comedy,6.6,77,"A Chinese man who travels to the Wild West to rescue a kidnapped princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.",Tom Dey,Jackie Chan++Owen Wilson++Lucy Liu++Brandon Merrill,101586,$56.93M
0223897,"Pay It Forward",2000,PG-13,123,Drama,7.2,40,"A young boy attempts to make the world a better place after his teacher gives him that chance.",Mimi Leder,Kevin Spacey++Haley Joel Osment++Helen Hunt++Jay Mohr,99986,$33.51M
0200550,"Coyote Ugly",2000,PG-13,100,Comedy++Drama++Music,5.6,27,"Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.",David McNally,Piper Perabo++Adam Garcia++John Goodman++Maria Bello,94043,$60.79M
0190138,"The Whole Nine Yards",2000,R,98,Comedy++Crime,6.7,47,"A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts.",Jonathan Lynn,Bruce Willis++Matthew Perry++Rosanna Arquette++Michael Clarke Duncan,93664,$57.26M
0203019,"Men of Honor",2000,R,129,Biography++Drama,7.2,56,"The story of Carl Brashear, the first African-American, then also the first amputee, U.S. Navy Diver, and the man who trained him.",George Tillman Jr.,Cuba Gooding Jr.++Robert De Niro++Charlize Theron++Aunjanue Ellis,93345,$48.81M
0218967,"The Family Man",2000,PG-13,125,Comedy++Drama++Fantasy,6.7,42,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",Brett Ratner,Nicolas Cage++Téa Leoni++Don Cheadle++Jeremy Piven,89512,$75.76M
0186151,"Frequency",2000,PG-13,118,Crime++Drama++Mystery,7.4,67,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",Gregory Hoblit,Dennis Quaid++Jim Caviezel++Shawn Doyle++Elizabeth Mitchell,86117,$44.98M
0230030,"Bedazzled",2000,PG-13,93,Comedy++Fantasy,6.0,49,"Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul.",Harold Ramis,Brendan Fraser++Elizabeth Hurley++Frances O'Connor++Miriam Shor,84841,$37.88M
0185431,"Little Nicky",2000,PG-13,90,Comedy++Fantasy,5.3,38,"After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late.",Steven Brill,Adam Sandler++Patricia Arquette++Harvey Keitel++Rhys Ifans,84025,$39.44M
0168629,"Dancer in the Dark",2000,R,140,Crime++Drama++Musical,8.0,61,"An east European girl goes to America with her young son, expecting it to be like a Hollywood film.",Lars von Trier,Björk++Catherine Deneuve++David Morse++Peter Stormare,83564,$4.16M
0118694,"In the Mood for Love",2000,PG,98,Drama++Romance,8.1,85,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Kar-Wai Wong,Tony Chiu-Wai Leung++Maggie Cheung++Ping Lam Siu++Tung Cho 'Joe' Cheung,82876,$2.73M
0209958,"The Cell",2000,R,107,Horror++Sci-Fi++Thriller,6.3,40,"An FBI agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",Tarsem Singh,Jennifer Lopez++Vince Vaughn++Vincent D'Onofrio++Colton James,82869,$61.28M
0181536,"Finding Forrester",2000,PG-13,136,Drama,7.3,62,"A young writing prodigy finds a mentor in a reclusive author.",Gus Van Sant,Sean Connery++Rob Brown++F. Murray Abraham++Anna Paquin,74982,$51.77M
0204946,"Bring It On",2000,PG-13,98,Comedy++Romance++Sport,5.9,52,"A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.",Peyton Reed,Kirsten Dunst++Eliza Dushku++Jesse Bradford++Gabrielle Union,73210,$68.35M
0213847,"Malèna",2000,R,109,Comedy++Drama++Romance,7.5,54,"Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.",Giuseppe Tornatore,Monica Bellucci++Giuseppe Sulfaro++Luciano Federico++Matilde Piana,70028,$3.43M
0208003,"Big Momma's House",2000,PG-13,99,Action++Comedy++Crime,5.1,33,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.",Raja Gosnell,Martin Lawrence++Nia Long++Paul Giamatti++Jascha Washington,69935,$117.56M
0141926,"U-571",2000,PG-13,116,Action++War,6.6,62,"A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.",Jonathan Mostow,Matthew McConaughey++Bill Paxton++Harvey Keitel++Jon Bon Jovi,67861,$77.09M
0185183,"Battlefield Earth",2000,PG-13,118,Action++Adventure++Sci-Fi,2.4,9,"After enslavement and near extermination by an alien race in the year 3000, humanity begins to fight back.",Roger Christian,John Travolta++Forest Whitaker++Barry Pepper++Kim Coates,67319,$21.47M
0138749,"The Road to El Dorado",2000,PG,89,Animation++Adventure++Comedy,6.9,51,"Two swindlers get their hands on a map to the fabled city of gold, El Dorado.",Bibo Bergeron++Don Paul++Jeffrey Katzenberg,Kevin Kline++Kenneth Branagh++Rosie Perez++Armand Assante,63535,$50.80M
0186566,"Space Cowboys",2000,PG-13,130,Action++Adventure++Thriller,6.4,73,"When a retired engineer is called upon to rescue a failing satellite, he insists that his equally old teammates accompany him into space.",Clint Eastwood,Clint Eastwood++Tommy Lee Jones++Donald Sutherland++James Garner,62695,$90.45M
0183523,"Mission to Mars",2000,PG,114,Adventure++Sci-Fi++Thriller,5.6,34,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting a unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.",Brian De Palma,Tim Robbins++Gary Sinise++Don Cheadle++Connie Nielsen,62571,$60.87M
0162650,"Shaft",2000,R,99,Action++Crime++Thriller,5.9,50,"New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.",John Singleton,Samuel L. Jackson++Vanessa Williams++Christian Bale++Jeffrey Wright,60516,$70.33M
0165929,"Romeo Must Die",2000,R,115,Action++Crime++Thriller,6.1,52,"An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.",Andrzej Bartkowiak,Jet Li++Aaliyah++Isaiah Washington++Russell Wong,58941,$55.97M
0185014,"Wonder Boys",2000,R,107,Comedy++Drama,7.4,73,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",Curtis Hanson,Michael Douglas++Tobey Maguire++Frances McDormand++Robert Downey Jr.,56097,$19.39M
0219699,"The Gift",2000,R,111,Drama++Fantasy++Horror,6.7,62,"A woman with extrasensory perception is asked to help find a young woman who has disappeared.",Sam Raimi,Cate Blanchett++Katie Holmes++Keanu Reeves++Giovanni Ribisi,54373,$11.99M
0120913,"Titan A.E.",2000,PG,94,Animation++Action++Adventure,6.6,48,"A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.",Don Bluth++Gary Goldman++Art Vitello,Matt Damon++Drew Barrymore++Bill Pullman++John Leguizamo,53606,$22.75M
0190865,"Vertical Limit",2000,PG-13,124,Action++Adventure++Drama,5.9,48,"A climber must rescue his sister on top of K2, one of the world's biggest mountains.",Martin Campbell,Scott Glenn++Chris O'Donnell++Bill Paxton++Robin Tunney,51418,$68.47M
0228786,"The Crimson Rivers",2000,R,106,Crime++Mystery++Thriller,6.9,49,"A murder detective must follow the footsteps of a brutal killer within the secrets of a classist college.",Mathieu Kassovitz,Jean Reno++Vincent Cassel++Nadia Farès++Dominique Sanda,50504,$0.07M
0228750,"Proof of Life",2000,R,135,Action++Drama++Thriller,6.2,45,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.",Taylor Hackford,Meg Ryan++Russell Crowe++David Morse++Pamela Reed,50439,$32.60M
0191397,"The Replacements",2000,PG-13,118,Comedy++Sport,6.5,30,"During a pro football strike, the owners hire substitute players.",Howard Deutch,Keanu Reeves++Gene Hackman++Brooke Langton++Orlando Jones,50094,$44.74M
0199753,"Red Planet",2000,PG-13,106,Action++Sci-Fi++Thriller,5.7,34,"Astronauts, and their robotic dog AMEE (Autonomous Mapping Evaluation and Evasion), search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",Antony Hoffman,Val Kilmer++Carrie-Anne Moss++Tom Sizemore++Benjamin Bratt,49171,$17.47M
0218839,"Best in Show",2000,PG-13,90,Comedy,7.5,78,"A colorful array of characters compete at a national dog show.",Christopher Guest,Fred Willard++Eugene Levy++Catherine O'Hara++Jennifer Coolidge,47484,$18.62M
0146984,"The Legend of Bagger Vance",2000,PG-13,126,Drama++Fantasy++Sport,6.7,47,"A down-and-out golfer attempts to recover his game and his life with help from a mystical caddy.",Robert Redford,Will Smith++Matt Damon++Charlize Theron++Bruce McGill,47347,$30.70M
0146309,"Thirteen Days",2000,PG-13,145,Drama++History++Thriller,7.3,67,"A dramatization of the Kennedy administration's struggle to contain the Cuban Missile Crisis in October 1962.",Roger Donaldson,Kevin Costner++Bruce Greenwood++Shawn Driscoll++Drake Cook,47056,$34.57M
0180073,"Quills",2000,R,124,Biography++Drama,7.3,70,"In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.",Philip Kaufman,Geoffrey Rush++Kate Winslet++Joaquin Phoenix++Michael Caine,46131,$7.06M
0171433,"Keeping the Faith",2000,PG-13,128,Comedy++Drama++Romance,6.4,60,"Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.",Edward Norton,Ben Stiller++Edward Norton++Jenna Elfman++Anne Bancroft,45847,$37.04M
0203119,"Sexy Beast",2000,R,89,Crime++Thriller,7.3,79,"Brutal gangster Don Logan recruits ""retired"" safecracker Gal for one last job, but it goes badly for both of them.",Jonathan Glazer,Ray Winstone++Ben Kingsley++Ian McShane++Amanda Redman,45173,$6.94M
0181984,"Boiler Room",2000,R,120,Crime++Drama++Thriller,7.0,63,"A college dropout, attempting to win back his father's high standards he gets a job as a broker for a suburban investment firm, which puts him on the fast track to success, but the job might not be as legitimate as it once appeared to be.",Ben Younger,Giovanni Ribisi++Vin Diesel++Nia Long++Nicky Katt,42988,$16.94M
0183869,"Taxi 2",2000,Not Rated,88,Action++Comedy++Crime,6.4,,"Police inspector Emilien and his taxi-driver pal Daniel are back, this time on the tail of a group of Japanese yakuza.",Gérard Krawczyk,Samy Naceri++Frédéric Diefenthal++Emma Wiklund++Marion Cotillard,42472,$0.56M
0144528,"Nutty Professor II: The Klumps",2000,PG-13,106,Comedy++Romance++Sci-Fi,4.3,38,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.",Peter Segal,Eddie Murphy++Janet Jackson++Larry Miller++John Ales,41081,$123.31M
0130623,"Dinosaur",2000,PG,82,Animation++Adventure++Family,6.5,56,"An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.",Eric Leighton++Ralph Zondag,D.B. Sweeney++Julianna Margulies++Alfre Woodard++Ossie Davis,41006,$137.75M
0247586,"Nine Queens",2000,R,114,Crime++Drama++Thriller,7.9,80,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",Fabián Bielinsky,Ricardo Darín++Gastón Pauls++Leticia Brédice++María Mercedes Villagra,40659,$1.22M
0160797,"Rules of Engagement",2000,R,128,Drama++Thriller++War,6.4,45,"An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a third world country.",William Friedkin,Tommy Lee Jones++Samuel L. Jackson++Guy Pearce++Ben Kingsley,38872,$61.32M
0242519,"Hera Pheri",2000,Not Rated,156,Comedy++Crime++Musical,8.3,,"Three unemployed men find the answer to all their money problems when they recieve a call from a kidnapper. However, things do not go as planned.",Priyadarshan,Akshay Kumar++Paresh Rawal++Sunil Shetty++Tabu,38812,
0191754,"28 Days",2000,PG-13,103,Comedy++Drama,6.0,46,"A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.",Betty Thomas,Sandra Bullock++Viggo Mortensen++Dominic West++Elizabeth Perkins,36185,$37.04M
0219854,"The Kid",2000,PG,104,Comedy++Family++Fantasy,6.1,45,"An unhappy and disliked image consultant gets a second shot at life when an eight year old version of himself mysteriously appears.",Jon Turteltaub,Bruce Willis++Spencer Breslin++Emily Mortimer++Lily Tomlin,35633,$69.69M
0189998,"Shadow of the Vampire",2000,R,92,Drama++Horror,6.9,71,"The filming of Nosferatu (1922) is hampered by the fact that its star Max Schreck is taking the role of a vampire far more seriously than seems humanly possible.",E. Elias Merhige,John Malkovich++Willem Dafoe++Udo Kier++Cary Elwes,35174,$8.28M
0210070,"Ginger Snaps",2000,Unrated,108,Drama++Fantasy++Horror,6.8,70,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.",John Fawcett,Emily Perkins++Katharine Isabelle++Kris Lemche++Mimi Rogers,34799,
0170691,"Tigerland",2000,R,101,Drama++War,7.0,55,"A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971.",Joel Schumacher,Colin Farrell++Matthew Davis++Clifton Collins Jr.++Tom Guiry,34225,$0.14M
0184858,"Reindeer Games",2000,R,104,Action++Adventure++Crime,5.7,37,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",John Frankenheimer,Ben Affleck++Gary Sinise++Charlize Theron++James Frain,32538,$23.36M
0221073,"Chopper",2000,Unrated,94,Biography++Crime++Drama,7.2,65,"Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller.",Andrew Dominik,Eric Bana++Simon Lyndon++Vince Colosimo++Renée Brack,32471,$0.23M
0196216,"Small Time Crooks",2000,PG,94,Comedy++Crime,6.7,69,"A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.",Woody Allen,Woody Allen++Tracey Ullman++Hugh Grant++Carolyn Saxon,32439,$17.07M
0229260,"Book of Shadows: Blair Witch 2",2000,R,90,Adventure++Fantasy++Horror,4.0,15,"A group of tourists arrive in Burkittsville, Maryland after seeing The Blair Witch Project (1999) to explore the mythology and phenomenon, only to come face to face with their own neuroses and possibly the witch herself.",Joe Berlinger,Jeffrey Donovan++Stephen Barker Turner++Erica Leerhsen++Kurt Loder,31035,$26.42M
0171580,"Nurse Betty",2000,R,110,Comedy++Crime++Drama,6.3,69,"Comedy about a widow's post-traumatic obsession with a soap star.",Neil LaBute,Renée Zellweger++Morgan Freeman++Chris Rock++Greg Kinnear,30596,$25.17M
0195945,"Next Friday",2000,R,98,Comedy,6.1,41,"Uncle Elroy and Day Day owe money on taxes so Craig finds a way to steal from the next door neighbors to pay off the taxes so Uncle Elroy's house doesn't get put up for auction.",Steve Carr,Ice Cube++Mike Epps++Justin Pierce++John Witherspoon,29389,$57.18M
0208988,"Get Carter",2000,R,102,Action++Crime++Drama,5.1,24,"A Las Vegas mob enforcer, travels back to his hometown to investigate his brothers' mysterious death.",Stephen Kay,Sylvester Stallone++Rachael Leigh Cook++Miranda Richardson++Rhona Mitra,28423,$14.97M
0190374,"Dungeons & Dragons",2000,PG-13,107,Action++Adventure++Fantasy,3.6,14,"Profion, a tyrant, attempts to overthrow a peaceful kingdom ruled by a tough empress.",Courtney Solomon,Justin Whalin++Jeremy Irons++Zoe McLellan++Bruce Payne,28409,$15.19M
0219653,"Dracula 2000",2000,R,99,Action++Fantasy++Horror,4.9,26,"A group of thieves break into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.",Patrick Lussier,Gerard Butler++Justine Waddell++Jonny Lee Miller++Christopher Plummer,28242,$33.00M
