imdbID,title,year,mpaa,duration,genres,rating,metascore,summary,directors,stars,numvotes,gross
0011723,"Die Spinnen, 2. Teil - Das Brillantenschiff",1920,,104,Adventure,6.5,,"Kay Hoog wants to stop the organisation ""Die Spinnen"" to get a certain diamond, that will give the owning woman the crown of Asia, but the man, who should be the owner of that diamond, ... See full summary »",Fritz Lang,Carl de Vogt++Ressel Orla++Georg John++Rudolf Lettinger,574,
0011157,"Erotikon",1920,,106,Comedy++Romance,6.7,,"EROTIKON surely pushed the boundaries of what was acceptable on the screen in 1920: Irene, the bored wife of a distracted entomologist, pursues a womanizing aviator, but she may actually be... See full summary »",Mauritz Stiller,Anders de Wahl++Tora Teje++Karin Molander++Elin Lagergren,563,
0011716,"Something to Think About",1920,,78,Drama,8.2,,"Wealthy cripple Markley finances the education of blacksmith's daughter Ruth. When she returns to their small town he asks to marry her, but she runs off with city worker Jim Dirk who is ... See full summary »",Cecil B. DeMille,Elliott Dexter++Gloria Swanson++Monte Blue++Theodore Roberts,503,
0011742,"Sumurun",1920,,85,Adventure++Drama++Romance,6.3,,"The favorite slave girl of a tyrannical sheik falls in love with a cloth merchant. Meanwhile, a hunchback clown suffers unrequited love for a traveling dancer who wants to join the harem.",Ernst Lubitsch,Ernst Lubitsch++Pola Negri++Paul Wegener++Jenny Hasselqvist,473,
0010962,"Anna Boleyn",1920,,133,Drama,6.9,,"The story of the ill-fated second wife of the English king Henry VIII, whose marriage to the Henry led to momentous political and religious turmoil in England.",Ernst Lubitsch,Henny Porten++Emil Jannings++Paul Hartmann++Ludwig Hartau,433,
0012538,"Outside the Law",1920,Passed,75,Crime++Romance++Thriller,6.6,,"In this early collaboration with director Tod Browning (Dracula, Freaks), Chaney delivers a dual performance of dramatic intensity, starring as Ah Wing, a kind-hearted student of Confucian ... See full summary »",Tod Browning,Priscilla Dean++Wheeler Oakman++Lon Chaney++Ralph Lewis,361,
0011833,"From Morn to Midnight",1920,,65,Drama++Thriller,7.0,,"A Cashier in a bank in a small German town is alerted to the power of money by the visit of a rich Italian lady. He embezzles 60, 000 Marks and leaves for the capital city, where he ... See full summary »",Karl Heinz Martin,Ernst Deutsch++Erna Morena++Roma Bahn++Adolf E. Licho,274,
0011588,"Pollyanna",1920,TV-G,58,Family++Comedy++Drama,6.9,,"When Pollyanna is orphaned, she is sent to live with her crotchety Aunt Polly. Pollyanna discovers that many of the people in her aunt's New England home town are as ill-tempered as her ... See full summary »",Paul Powell,Mary Pickford++Wharton James++Katherine Griffith++Helen Jerome Eddy,255,
0011837,"Das wandernde Bild",1920,,67,Romance,6.2,,"Mia May has surrendered herself to a disciple of free love, and, having given birth to a child, marries the twin brother and Doppelgänger of her chosen lover.",Fritz Lang,Mia May++Hans Marr++Rudolf Klein-Rogge++Loni Nest,254,
0011358,"Just Pals",1920,,50,Comedy++Drama++Western,6.6,,"Small-town tramp befriends runaway boy.",John Ford,Buck Jones++Helen Ferguson++Georgie Stone++Duke R. Lee,247,
0011370,"Klostret i Sendomir",1920,,54,Drama,7.2,,"Two weary travelers come upon a monastery. While staying the night, they learn of its mysterious founding.",Victor Sjöström,Tore Svennberg++Tora Teje++Richard Lund++Renée Björling,244,
0011267,"Headin' Home",1920,,71,Biography++Comedy++Drama,5.4,,"The ""true story"" of baseball great Babe Ruth; Ruth plays himself.",Lawrence C. Windom,Babe Ruth++Ruth Taylor++William Sheer++Margaret Seddon,214,
0011679,"Sex",1920,,87,Drama,6.6,,"A broadway actress uses her sex appeal to ruin a marriage only to dump her lover for a richer prospect.",Fred Niblo,Louise Glaum++Irving Cummings++Peggy Pearce++Myrtle Stedman,213,
0011193,"The Flapper",1920,,88,Comedy,6.8,,"Ginger grows up in a slow town. Because of her wild attitude, her father decides to send her to a strict boarding school. Despite the strictness, the girls have fun getting into flapper lifestyle trouble including flirting.",Alan Crosland,Olive Thomas++Theodore Westman Jr.++William P. Carleton++Warren Cook,205,
0191066,"The Daughter of Dawn",1920,,80,Western,5.8,,"This restored silent film features a love triangle involving a Kiowa chief's daughter and ensuing conflict between Kiowa and Comanche villages.",Norbert A. Myles,Belo Cozad++Em-koy-e-tie++Hunting Horse++Esther LeBarre,202,
0139632,"The Symbol of the Unconquered",1920,TV-PG,54,Drama,5.8,,"Racists learn that the land a negro owns lies over a vast oil field, and threaten his life when he refuses to sell.",Oscar Micheaux,Iris Hall++Walker Thompson++Lawrence Chenault++Mattie Wilkes,191,
0011371,"Kohlhiesels Töchter",1920,,64,Comedy++Romance,6.9,,"Somewhere in Southern Bavaria Xaver wants to marry Gretel, but her father Kohlhiesel wants his elder daughter Liesel to marry first. The problem is, nobody wants to marry her, because she's... See full summary »",Ernst Lubitsch,Henny Porten++Emil Jannings++Jakob Tiedtke++Gustav von Wangenheim,190,
0011741,"Suds",1920,,75,Comedy++Drama++Romance,6.5,,"A London laundry woman tries to rise above her station in order to capture the love of a wealthy young man and thus misses out on the truer love of one of her own class.",John Francis Dillon,Mary Pickford++Albert Austin++Harold Goodwin++Rose Dione,164,
0011513,"Nomads of the North",1920,,109,Drama,5.9,,"A Canadian Mountie allows an innocent fugitive to escape with the women he loves.",David Hartford,Lon Chaney++Lewis Stone++Melbourne MacDowell++Spottiswoode Aitken,152,
0011779,"The Toll Gate",1920,,73,Western,6.6,,"After being betrayed to the law by one of his henchmen, a bandit leader seeks to avenge himself.",Lambert Hillyer,William S. Hart++Anna Q. Nilsson++Joseph Singleton++Jack Richardson,140,
0011302,"L'homme du large",1920,,86,Drama,7.1,,"Nolff, a tough Breton fisherman is happy: his wife has just given birth to a son, Michel. His only wish is to make him a fisherman like him. But when he becomes a man, Michel becomes a ... See full summary »",Marcel L'Herbier,Jaque Catelain++Roger Karl++Charles Boyer++Philippe Hériat,136,
0197903,"Something New",1920,Unrated,57,Adventure++Western,6.3,,"A young woman visiting in Mexico is kidnapped by a gang of bandits, who drag her through the rugged wilderness to their hideout. She manages to leave word for her friend Bill, who knows the... See full summary »",Nell Shipman++Bert Van Tuyle,Nell Shipman++Bert Van Tuyle++L.M. Wells++Merrill McCormick,129,
0011753,"Terror Island",1920,,55,Mystery,5.6,,"An inventor travels to the South Seas, where there is buried treasure belonging to a girl. The girl's father is being held captive by cannibals until she returns a pearl that belongs to one of their idols.",James Cruze,Harry Houdini++Jack Brammall++Lila Lee++Wilton Taylor,119,
0011294,"L'hirondelle et la mésange",1920,,80,Drama,7.2,,"A bargeman, his wife and sister-in-law navigate the canals of northern Belgium in their two vessels, the eponymous ""L'Hirondelle et la Mésange,"" taking the time to appreciate the sites and ... See full summary »",André Antoine,Maguy Deliac++Pierre Alcover++Louis Ravet++Jane Maylianes,109,
0011641,"Romeo und Julia im Schnee",1920,,45,Comedy,6.9,,"Comical variation on the Shakespeare play, featuring two feuding farmers families.",Ernst Lubitsch,Julius Falkenstein++Lotte Neumann++Gustav von Wangenheim++Jakob Tiedtke,108,
0011414,"The Love Expert",1920,,60,Comedy++Romance,7.2,,"",David Kirkland,Constance Talmadge++John Halliday++Arnold Lucy++Natalie Talmadge,107,
0011369,"Der Klosterjäger",1920,,70,Drama,7.2,,"",Franz Osten,Fritz Greiner++Thea Steinbrecher++Toni Wittels++Carl Dalmonico,107,
0011647,"The Round-Up",1920,,70,Comedy++Western,5.9,,"An overweight sheriff does his best to assist a man accused of theft.",George Melford,Roscoe 'Fatty' Arbuckle++Mabel Julienne Scott++Irving Cummings++Tom Forman,105,
0011173,"Fante-Anne",1920,,93,Crime++Drama++Romance,6.5,,"The story of an orphaned girl brought up by the Storlein family. Young Anne (Asta Nielsen) is brought as an infant to the Storlein farm by her mother, who has been traveling and is in need ... See full summary »",Rasmus Breistein,Asta Nielsen++Einar Tveito++Johanne Bruhn++Lars Tvinde,85,
0010953,"Power",1920,,99,Fantasy++Sci-Fi,6.8,,"An alien from the planet Algol gives a man a device that gives him superpowers.",Hans Werckmeister,Emil Jannings++John Gottowt++Hans Adalbert Schlettow++Hanna Ralph,81,
0011317,"Humoresque",1920,,60,Drama,7.0,,"Young Leon Kanter dreams of being a great violinist. His parents scrape up the money for a violin and for lessons, and Leon rewards them by becoming a great player. But as an adult, Leon ... See full summary »",Frank Borzage,Gaston Glass++Vera Gordon++Alma Rubens++Dore Davidson,80,
0011344,"The Jack-Knife Man",1920,Approved,60,Drama,7.0,,"A lonely old riverboat man is left a child by a dying mother. The old man and the boy grow to love one another. The village snoop feels the child would be better off in an orphanage and the... See full summary »",King Vidor,F.A. Turner++Harry Todd++Bobby Kelso++Willis Marks,72,
0011474,"The Mollycoddle",1920,,86,Adventure++Comedy++Romance,7.1,,"An American who has lived much of his life outside the country returns to Arizona for the first time in years and encounters villainy.",Victor Fleming,Douglas Fairbanks++Ruth Renick++Wallace Beery++Paul Burns,71,
0011362,"Karin Ingmarsdotter",1920,,115,Drama,7.1,,"",Victor Sjöström,Nils Aréhn++Josua Bengtson++Bror Berger++Harriet Bosse,70,
0011348,"Der Januskopf",1920,,107,Horror,7.7,,"In this uncredited and apparently lost version of Robert Louis Stevenson's ""The Strange Case of Dr. Jekyll and Mr. Hyde"" the protagonist is Dr. Warren, who indulges his evil nature by ... See full summary »",F.W. Murnau,Conrad Veidt++Magnus Stifter++Margarete Schlegel++Willy Kaiser-Heyl,66,
0011721,"The Soul of Youth",1920,,60,Drama,7.3,,"The story of an orphan boy who, due to the cruelty of others, is drawn into a life of sin on the streets prior to the redemption of a caring foster family.",William Desmond Taylor,Lewis Sargent++Ernest Butterworth Jr.++Clyde Fillmore++Grace Morse,64,
0011415,"The Love Flower",1920,,70,Drama,6.8,,"A man murders his wife's lovers, escapes with his daughter to the South Pacific. A detective pursues him, joined by a young man who eventually falls in love with the daughter.",D.W. Griffith,Carol Dempster++Richard Barthelmess++George MacQuarrie++Anders Randolf,63,
0011401,"The Life of the Party",1920,,50,Comedy++Drama,6.2,,"An attorney is thrust into wild adventures by an attractive young woman.",Joseph Henabery,Roscoe 'Fatty' Arbuckle++Winifred Greenwood++Roscoe Karns++Julia Faye,62,
0011313,"Huckleberry Finn",1920,,70,Comedy++Drama,6.4,,"Huckleberry Finn, a rambuctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the Mississippi ... See full summary »",William Desmond Taylor,Lewis Sargent++Katherine Griffith++Martha Mattox++Frank Lanning,60,
0011128,"Down on the Farm",1920,,50,Comedy,6.4,,"The day starts off as any normal day on Roach's farm, where Teddy, the farmhouse dog, is doing more productive work than everyone else combined. But the day changes when Roach's farmhand ... See full summary »",Ray Grey++F. Richard Jones++Erle C. Kenton,Louise Fazenda++Harry Gribbon++Bert Roach++James Finlayson,58,
0011393,"Lederstrumpf, 1. Teil: Der Wildtöter und Chingachgook",1920,,,Western,5.3,,"",Arthur Wellin,Emil Mamelok++Herta Heden++Bela Lugosi++Gottfried Kraus,58,
0011324,"The Idol Dancer",1920,,104,Drama,5.9,,"This D.W Griffith silent classic features a new music score by writer composer, Jim Roberge.",D.W. Griffith,Richard Barthelmess++Clarine Seymour++Creighton Hale++George MacQuarrie,54,
0011717,"The Son of Tarzan",1920,,248,Action++Adventure,5.9,,"The scenario follows the book closely. Tarzan's son Jack (Korak to the apes) is kidnapped from England by Tarzan's old enemy Paulovich. He escapes into the African jungle with the help of ... See full summary »",Arthur J. Flaven++Harry Revier,Kamuela C. Searle++P. Dempsey Tabler++Nita Martan++Karla Schramm,53,
0011499,"Mästerman",1920,,116,Drama,7.3,,"A pawnbroker, widely despised, called Mästerman is the subject of tales of terror and cruelty. In his profession, he is merciless.",Victor Sjöström,Victor Sjöström++Concordia Selander++Greta Almroth++Harald Schwenzen,52,
0138674,"Ollin oppivuodet",1920,,91,Drama,6.2,,"",Teuvo Puro,Alfred Idström++Jussi Snellman++Ertta Virtamo++Brita Eriksson,52,
0011848,"What Happened to Rosa",1920,,54,Comedy,7.1,,"A fortune teller tells a store clerk with a romantic disposition that she was a Spanish noblewoman in an earlier life. The girl begins to live the part of the Spanish noblewoman and romance and comedy ensue.",Victor Schertzinger,Mabel Normand++Doris Pawn++Tully Marshall++Hugh Thompson,51,
0011623,"The Restless Sex",1920,,,Drama,9.2,,"",Leon D'Usseau++Robert Z. Leonard,Marion Davies++Ralph Kellard++Carlyle Blackwell++Charles Lane,38,
0011522,"Nurse Marjorie",1920,Approved,88,Drama++Comedy,7.1,,"Lady Marjorie Donegal becomes a nurse in hospital, much to the dismay of her aristocratic family. She falls in love with one of her patients, a commoner labor leader.",William Desmond Taylor,Mary Miles Minter++Arthur Hoyt++Vera Lewis++Frank Leigh,38,
0011654,"Satanas",1920,,60,Drama++Horror++Mystery,7.9,,"A three-part historical film, with episode one taking place in ancient Egypt, the second is based on the Hugo novel, and the third episode takes place during the 1917 Russian revolution.",F.W. Murnau,Fritz Kortner++Sadjah Gezza++Ernst Hofmann++Margit Barnay,36,
0194666,"A Narrow Escape",1920,,60,Adventure++Comedy++Romance,6.7,,"The marquis de Granier would like his son Charles to end his current relationship for a respectable marriage. His younger brother Octave tries to help but Yvonne Lelys tricks him and he ... See full summary »",Yakov Protazanov,Ivan Mozzhukhin++Valentine Dark++Nathalie Lissenko++Dimitri Buchowetzki,36,
0011277,"Helen of Four Gates",1920,,,Drama,7.7,,"A madman adopts the daughter of the dead woman who rejected him and forces her to marry a crook.",Cecil M. Hepworth,Alma Taylor++James Carew++Gerald Ames++George Dewhurst,35,
0011031,"Der Bucklige und die Tänzerin",1920,,50,Horror,6.6,,"Wilton, a hunchback, who was always scorned and ridiculed by women, returns from Java a rich man after having discovered a diamond mine. He romances Gina, who is on the rebound from a ... See full summary »",F.W. Murnau,Sascha Gura++John Gottowt++Paul Biensfeldt++Anna von Palen,33,
0011874,"A Woman in Grey",1920,,235,Drama,6.7,,"",James Vincent,Arline Pretty++Henry G. Sell++Fred C. Jones++John Heenan,32,
0012740,"Der Fluch der Menschheit",1920,,,,5.7,,"French aristocrat falls for Russian nightclub singer, gets involved in underground Russian revolutionary movement.",Richard Eichberg,Lee Parry++Violetta Napierska++Robert Scholz++Bela Lugosi,29,
0011076,"The County Fair",1920,,50,Drama,5.9,,"Aunt Abigail and her adopted daughter Sally are threatened with the loss of their home through foreclosure of a mortgage held by Solon Hammerhead.",Edmund Mortimer++Maurice Tourneur,Helen Jerome Eddy++David Butler++Edythe Chapman++William V. Mong,29,
0203539,"Great Snakes",1920,,,Comedy,7.8,,"",Gerald Ames++Gaston Quiribet,John Beresford++Hugh Clifton++Eileen Dennes++Gladys Humphries,28,
0011651,"Sand",1920,,50,Western,7.3,,"Railroad station agent Dan Kurrie is fired from his job by his rival in love, Joseph Garber. Believed false by the girl he loves, Margaret , Kurrie must prove himself by unmasking a gang of... See full summary »",Lambert Hillyer,William S. Hart++Mary Thurman++G. Raymond Nye++Patricia Palmer,27,
0011635,"Robbery Under Arms",1920,,53,Drama,5.2,,"",Kenneth Brampton,Jackie Anderson++Vera Archer++Kenneth Brampton++Charles Chauvel,27,
0907727,"Dla ciebie, Polsko",1920,,46,Drama++War,5.1,,"The north-eastern Polish province of Vilnius is after WW1 plundered by savage Bolsheviks. The heroic Polish army is bound to stop them.",Antoni Bednarczyk,Antoni Rózanski++Jan Karpowicz++Stanislaw Jasienski++Jadwiga Doliwa,26,
0125383,"The Lure of Crooning Water",1920,,,Romance,8.9,,"A London actress collapses on stage and is sent by her doctor to stay in the country with a farmer and his wife. But when she starts an affair with the farmer, the idyllic life at ""Crooning Water"" is threatened with tragedy.",Arthur Rooke,Guy Newall++Ivy Duke++Hugh Buckler++Douglas Munro,25,
0188237,"The Tiger's Coat",1920,,,Drama,5.2,,"A man agrees to marry the daughter of a deceased friend - who is, in fact, being impersonated by the servant girl of the daughter, who has also already died.",Roy Clements,Lawson Butt++Tina Modotti++Myrtle Stedman++Miles McCarthy,24,
0011394,"Lederstrumpf, 2. Teil: Der Letzte der Mohikaner",1920,,,Adventure,7.3,,"Cora and Alice Munro, daughters of Lieutenant Colonel Munro, are traveling with Major Duncan Heyward from Fort Edward to Fort William Henry... See full synopsis »",Arthur Wellin,Emil Mamelok++Herta Heden++Bela Lugosi++Gottfried Kraus,24,
0011881,"The Wonderful Chance",1920,,52,Crime++Drama,6.1,,"Upon leaving prison, an ex con vows to go straight, but circumstances force him to return to crime. Meanwhile, a gang of crooks kidnaps a visiting British aristocrat, but the ex-con has an ... See full summary »",George Archainbaud,Eugene O'Brien++Martha Mansfield++Tom Blake++Rudolph Valentino,23,
0011617,"The Merry-Go-Round",1920,,65,,6.3,,"Drama about street walker Elena who marries shop keeper Albert. When her former pimp Peter shows up, her life is ruined. She shoots him and poisons herself.",Richard Oswald,Asta Nielsen++Conrad Veidt++Eduard von Winterstein++Irmgard Bern,22,
0010947,"Abend - Nacht - Morgen",1920,,,Drama,7.7,,"",F.W. Murnau,Bruno Ziener++Gertrude Welcker++Conrad Veidt++Carl von Balla,21,
0011624,"The Revenge of Tarzan",1920,,90,Action++Adventure,5.0,,"Tarzan and Jane are sailing for France in answer to a call for help from Countess de Coude who is being persecuted by her brother Rokoff. After a duel with the Countess' jealous husband, ... See full summary »",Harry Revier++George M. Merrick,Gene Pollar++Karla Schramm++Estelle Taylor++Armand Cortes,20,
0011163,"Excuse My Dust",1920,,,Comedy++Drama,6.2,,"A top race-car driver leaves the sport to get married and settle down, because his new wife doesn't want him to race anymore. However, not long afterwards his wife takes their infant son ... See full summary »",Sam Wood,Wallace Reid++Wallace Reid Jr.++Ann Little++Theodore Roberts,20,
0011078,"The Cradle of Courage",1920,,50,Drama,7.2,,"Former crook 'Square' Kelly serves in the First World War. When he returns from the war, one of his comrades-in-arms convinces him to join the police force. But Kelly finds himself ... See full summary »",William S. Hart++Lambert Hillyer,William S. Hart++Ann Little++Tom Santschi++Gertrude Claire,20,
0011298,"Hitchin' Posts",1920,,50,Drama,4.5,,"",John Ford,Frank Mayo++Beatrice Burnham++C.E. Anderson++Matthew Biddulph,20,
0133815,"The Great Day",1920,,50,Drama,7.0,,"The 'dead' wife of a steel process inventor returns, as does her 'dead' husband, a war amnesiac.",Hugh Ford,Arthur Bourchier++Mary Palfrey++Marjorie Hume++Bertram Burleigh,20,
0011603,"The Prince of Avenue A",1920,,50,Drama,3.1,,"",John Ford,James J. Corbett++Richard Cummings++Cora Drew++Frederick Vroom,18,
0010943,"'If Only' Jim",1920,,,Western,3.4,,"Gold miner Jim Golden is in love with Miss Dot, the local postmistress, but he has a reputation for being somewhat lazy and shiftless. One day he finds a baby that had been abandoned by ... See full summary »",Jacques Jaccard,Harry Carey++Carol Holloway++Ruth Royce++Duke R. Lee,18,
0011830,"The Virgin of Stamboul",1920,,70,Drama,6.1,,"Achmet Bey, a Turkish chieftain, catches one of his many wives in adultery and murders her lover. Throwing aside the cuckolding wife, he abducts his harem an innocent girl. However, a brave... See full summary »",Tod Browning,Priscilla Dean++Wheeler Oakman++Wallace Beery++Clyde Benson,17,
0011228,"The Girl in Number 29",1920,,50,Drama,2.9,,"",John Ford,Frank Mayo++Elinor Fair++Claire Anderson++Robert Bolder,16,
0011070,"Conrad in Quest of His Youth",1920,,60,Comedy++Drama,7.5,,"Conrad Warrener, a man of near middle-age, reflects nostalgically on the happy times of his youth and decides to recapture them. However, what he learns about the ""second time around"" is ... See full summary »",William C. de Mille,Thomas Meighan++Mabel Van Buren++Mayme Kelso++Bertram Johns,16,
0011459,"Mid-Channel",1920,,69,Drama,5.8,,"",Harry Garson,Clara Kimball Young++J. Frank Glendon++Edward Kimball++Bertram Grassby,16,
0195880,"Life",1920,,,Drama,7.7,,"",Travers Vale++William A. Brady,Nita Naldi++Hubert Druce++Jack Mower++J.H. Gilmour,16,
0011525,"Der Ochsenkrieg",1920,,,,7.6,,"",Franz Osten,Thea Steinbrecher++Fritz Greiner++Carl Dalmonico++Lia Eibenschütz,16,
0011785,"Treasure Island",1920,,76,Adventure,6.8,,"Young Jim Hawkins is caught up with the pirate Long John Silver in search of the buried treasure of the buccaneer Captain Flint, in this adaptation of the classic novel by Robert Louis ... See full summary »",Maurice Tourneur,Shirley Mason++Josie Melville++Al W. Filson++Wilton Taylor,15,
0011886,"Wuthering Heights",1920,,90,Drama,7.5,,"The first screen adaptation of Emily Bronte's book about star cross'd lovers who demolish themselves and everyone around them with their self-destructive love.",A.V. Bramble,Milton Rosmer++Colette Brettel++Warwick Ward++Ann Trevor,15,
0241675,"Little Fox",1920,,,,6.7,,"",Márton Garas,Juci Boyda++Oszkár Dénes++Paul Lukas++Mária Lázár,15,
0011336,"The Invisible Ray",1920,,,Sci-Fi,5.1,,"",Harry A. Pollard,Ruth Clifford++Jack Sherrill++Sidney Bracey++Edwards Davis,14,
0011855,"While New York Sleeps",1920,,80,Crime++Drama,6.9,,"Three short stories with the same cast in each: ""Out of the Night,"" in which a woman is saved from a bigamous dilemma by a burglar; ""The Great White Way,"" in which a couple of con men pull ... See full summary »",Charles Brabin,Estelle Taylor++William Locke++Marc McDermott++Harry Sothern,14,
0278084,"Der Fluch der Menschheit - 2",1920,,,,5.4,,"A French aristocrat (Bela Lugosi) is pulled into a russian revolution by the woman he loves.",Richard Eichberg,Lee Parry++Violetta Napierska++Robert Scholz++Bela Lugosi,14,
0266065,"Die Würghand",1920,,67,Drama,7.4,,"",Cornelius Hintner,Victor Kutschera++Carmen Cartellieri++Eugen Preiß++Hans Rhoden,14,
0011368,"Kismet",1920,,95,Drama,6.1,,"Hajj, a rascally beggar on the periphery of the court of Baghdad, schemes to marry his daughter to royalty and to win the heart of the queen of the castle himself.",Louis J. Gasnier,Otis Skinner++Rosemary Theby++Elinor Fair++Marguerite Comont,13,
0224337,"Vampire",1920,,,,8.0,,"",Alice Guy,,13,
0011735,"La storia di una donna",1920,,70,,6.4,,"",Eugenio Perego,Pina Menichelli++Luigi Serventi++Livio Pavanelli,13,
0010965,"An Arabian Knight",1920,,50,Action++Fantasy++Adventure,5.5,,"A young Egyptian goes to the rescue of his employers, a wealthy European family, when they are menaced by a local strongman and his gang.",Charles Swickard,Sessue Hayakawa++Lillian Hall++Jean Acker++Marie Pavis,13,
0135475,"An Adventuress",1920,,50,Drama,4.9,,"",Fred J. Balshofer,Julian Eltinge++Frederick Ko Vert++William Clifford++Leo White,12,
0011396,"The Leopard Woman",1920,,68,Adventure,6.1,,"An epic of passion, intrigue, and espionage set in the African Jungle.",Wesley Ruggles,Louise Glaum++House Peters++Noble Johnson++Benny Ayers,12,
0011216,"La fête espagnole",1920,,,,7.9,,"",Germaine Dulac,Ève Francis++Gabriel Gabrio++Jean Toulout++Gaston Modot,12,
0012439,"The Man Who Had Everything",1920,,50,Drama,6.4,,"Harry Bullway is a careless young man, always after a good time. He nearly runs over a blind beggar with his car, but he shows no remorse. In response to his heartlessness, the beggar ... See full summary »",Alfred E. Green,Jack Pickford++Lionel Belmore++Priscilla Bonner++Shannon Day,12,
0011318,"Der Hund von Baskerville - 6. Teil: Das Haus ohne Fenster",1920,,157,Horror++Mystery,3.3,,"When a nobleman is threatened by a family curse on his newly inherited estate, Sherlock Holmes is hired to investigate.",Willy Zeyn,Erwin Fichtner++Lu Juergens++Willy Kaiser-Heyl++Ludwig Rex,12,
0011619,"Remodeling Her Husband",1920,,50,Comedy,7.4,,"",Lillian Gish++D.W. Griffith,Dorothy Gish++James Rennie++Marie Burke++Downing Clarke,11,
0319661,"The Kelly Gang",1920,,,,7.5,,"",Harry Southwell,Godfrey Cass++V. Upton Brown++Horace Crawford++Maud Appleton,11,
1429024,"Das Schweigen am Starnbergersee",1920,,82,Biography,4.3,,"The fateful last days in the life of King Ludwig II of Bavaria.",Rolf Raffé,Oskar Bayrer++Ferdinand Bonn++Karl Guttenberger++Anton Herrmann,11,
0010968,"At the Villa Rose",1920,,,Crime++Drama,4.3,,"In Monaco, jewel thieves kidnap a fraudulent medium and frame her for strangling a widow.",Maurice Elvey,Manora Thew++Langhorn Burton++Teddy Arundell++Norman Page,11,
