mLensID,imdbID,ratingAvg,ratingNum,releaseDate,releaseYear,durationMin,mpaaRating,director,country,language,budget,gross
"8718","40806","7.7","5,166","13 November 1948 (USA)","1948","108","Approved","Anatole Litvak","USA","English","Unavailable","Unavailable"
"8719","35369","6.8","1,765","8 May 1942 (USA)","1942","87","Approved","Ray Enright","USA","English","Unavailable","Unavailable"
"8720","103007","5.5","4,296","4 October 1991 (USA)","1991","84","R","Rod Daniel","USA","English","$22,000,000","$11,000,863"
"8721","92042","5.5","1,311","7 November 1986 (USA)","1986","127","R","Daryl Duke","USA","English","$25,000,000","$4,007,250"
"8722","86494","4.6","3,191","16 December 1983 (USA)","1983","88","PG","John Herzfeld","USA","English","Unavailable","Unavailable"
"8723","293191","6.5","1,024","22 March 2002 (Spain)","2002","96","None","Daniel Calparsoro","Spain","Spanish","Unavailable","Unavailable"
"8724","57091","8.1","17,289","29 March 1963 (Italy)","1963","186","Approved","Luchino Visconti","Italy","Italian","ITL&nbsp;2,900,000,000","Unavailable"
"8725","64381","6.5","1,384","21 May 1969 (France)","1969","102","R","Larry Peerce","USA","English","Unavailable","Unavailable"
"8726","62153","7.1","2,611","21 December 1967 (USA)","1967","103","NotRated","Theodore J. Flicker","USA","English","$2,000,000","Unavailable"
"8727","72848","7.1","4,148","8 August 1975 (Ireland)","1975","144","R","John Schlesinger","USA","English","Unavailable","Unavailable"
"8728","68424","6.3","2,329","1973 (UK)","Unavailable","94","PG","Freddie Francis","UK","English","Unavailable","Unavailable"
"8729","88315","6.6","1,342","23 February 1984 (France)","1984","110","R","Volker Schlöndorff","France","French","Unavailable","Unavailable"
"8730","243609","7.1","9,067","2 September 2001 (USA)","2001","125","R","David L. Cunningham","USA","English","$14,000,000","Unavailable"
"8731","44926","7.2","3,982","23 December 1952 (USA)","1952","119","NotRated","John Huston","UK","English","$1,500,000","Unavailable"
"8732","92637","7","4,393","16 October 1987 (UK)","1987","119","R","Peter Greenaway","UK","English","Unavailable","$287,725"
"8733","280990","6.8","4,807","6 March 2002 (France)","2002","107","R","Florent-Emilio Siri","France","French","Unavailable","Unavailable"
"8734","41604","5.8","2,079","3 March 1950 (USA)","1950","85","Passed","David Miller","USA","English","Unavailable","Unavailable"
"8735","51724","6.4","681","13 June 1958 (USA)","1958","85","None","Jack Arnold","USA","English","Unavailable","Unavailable"
"8736","81291","7.2","1,707","April 1982 (USA)","(USA)","94","R","Dennis Hopper","Canada","English","CAD&nbsp;2,200,000","Unavailable"
"8737","115976","3.5","671","August 1996 (USA)","(USA)","118","R","George Sluizer","UK","English","Unavailable","Unavailable"
"8738","55572","7.6","11,175","6 September 1961 (France)","1961","0","NotRated","Jean-Luc Godard","France","French","$160,000","$99,658"
"8739","56215","7.9","6,254","18 January 1995 (USA)","1995","106","NotRated","Pier Paolo Pasolini","Italy","Italian","Unavailable","Unavailable"
"8740","50330","7.5","3,697","1 October 1957 (Japan)","1957","137","NotRated","Akira Kurosawa","Japan","Japanese","Unavailable","Unavailable"
"8741","107999","5","1,864","29 October 1993 (USA)","1993","0","PG-13","Graeme Clifford","USA","English","$24,000,000","$608,866"
"8742","87795","4.8","1,027","16 November 1984 (USA)","1984","87","R","Jackie Kong","USA","French","Unavailable","Unavailable"
"8743","90729","5.8","2,192","29 January 1988 (USA)","1988","88","PG","John Hough","UK","English","Unavailable","$112,132"
"8744","42447","6.7","906","19 July 1950 (USA)","1950","92","Approved","George Marshall","USA","English","Unavailable","$2,600,000"
"8745","54483","7.1","1,647","1961 (Austria)","Unavailable","126","Approved","Richard Quine","UK","English","Unavailable","Unavailable"
"8746","328031","6.3","3,381","13 June 2003 (USA)","2003","102","R","Stuart Gordon","USA","English","Unavailable","Unavailable"
"8747","118025","4.2","1,865","4 July 1997 (USA)","1997","89","R","William Lustig","USA","English","$2,000,000","Unavailable"
"8748","57171","7.3","5,326","17 March 1964 (USA)","1964","0","None","Vittorio De Sica","Italy","Italian","Unavailable","Unavailable"
"8749","101428","7.8","4,982","4 September 1991 (France)","1991","238","Unrated","Jacques Rivette","France","French","Unavailable","$408,571"
"8750","83611","6.6","853","10 November 1982 (France)","1982","0","R","Bob Swaim","France","French","Unavailable","Unavailable"
"8751","42530","7.7","8,469","20 January 1950 (USA)","1950","86","Passed","Joseph H. Lewis","USA","English","$400,000","Unavailable"
"8752","41859","7.8","6,051","2 April 1949 (USA)","1949","73","Approved","Robert Wise","USA","English","Unavailable","Unavailable"
"8753","346091","7.8","582","17 September 2002 (USA)","2002","50","Unrated","Richard Ray Perez","USA","English","Unavailable","Unavailable"
"8754","64840","7.7","7,021","27 June 1969 (West Germany)","1969","116","PG","Ronald Neame","UK","English","Unavailable","Unavailable"
"8755","173772","8.3","2,492","16 May 2002 (France)","2002","246","PG-13","Martin Scorsese","Italy","English","Unavailable","$8,527"
"8756","79639","6.7","766","9 February 1979 (USA)","1979","100","G","Bruce Bilson","USA","English","Unavailable","Unavailable"
"8757","66016","6.8","899","12 August 1970 (USA)","1970","104","R","Cy Howard","USA","English","Unavailable","Unavailable"
"8758","67314","6.7","1,000","17 September 1971 (USA)","1971","113","GP","Jack Lemmon","USA","English","Unavailable","Unavailable"
"8759","54944","7.4","907","17 July 1961 (USA)","1961","0","Approved","Don Chaffey","USA","English","Unavailable","Unavailable"
"8760","100613","5.4","1,474","30 March 1990 (USA)","1990","100","PG-13","Peter Israelson","USA","English","Unavailable","$449,868"
"8761","57579","7.3","1,737","4 June 1964 (USA)","1964","97","Approved","Don Chaffey","UK","English","Unavailable","Unavailable"
"8762","74968","6.5","1,066","5 February 1976 (USA)","1976","112","G","Norman Tokar","USA","English","Unavailable","Unavailable"
"8763","63389","6.5","548","25 April 1969 (Japan)","1969","110","G","Michael O'Herlihy","USA","English","Unavailable","Unavailable"
"8764","118030","5.8","387","16 October 1997 (Australia)","1997","0","None","Graeme Rattigan","Australia","English","Unavailable","Unavailable"
"8765","35432","7.5","6,432","3 November 1942 (Mexico)","1942","81","Passed","Frank Tuttle","USA","English","Unavailable","Unavailable"
"8766","38360","7","1,905","2 August 1946 (USA)","1946","81","Approved","Roy William Neill","USA","English","Unavailable","Unavailable"
"8767","40160","7.7","5,938","9 April 1948 (USA)","1948","95","Approved","John Farrow","USA","English","Unavailable","Unavailable"
"8768","41268","7.6","5,363","17 June 1949 (France)","1949","88","NotRated","Robert Siodmak","USA","English","Unavailable","Unavailable"
"8769","79152","5.3","540","14 December 1979 (Denmark)","1979","0","PG","Ken Annakin","Austria","English","Unavailable","Unavailable"
"8770","82346","5.6","2,168","26 February 1982 (USA)","1982","97","R","Eric Weston","USA","English","$900,000","Unavailable"
"8771","39017","7","4,054","1 February 1946 (USA)","1946","60","Approved","Roy William Neill","USA","English","Unavailable","Unavailable"
"8772","59749","7.7","11,331","16 December 1965 (USA)","1965","112","Unrated","Martin Ritt","UK","English","Unavailable","Unavailable"
"8773","35317","6.8","4,163","12 February 1943 (USA)","1943","0","Approved","Roy William Neill","USA","English","Unavailable","Unavailable"
"8774","38259","6.9","4,057","27 July 1945 (USA)","1945","90","Approved","Roy William Neill","USA","English","Unavailable","Unavailable"
"8775","55871","7.7","1,844","2 July 1962 (Sweden)","1962","140","None","George Seaton","USA","English","Unavailable","Unavailable"
"8776","108435","6.6","633","18 August 1993 (France)","1993","0","None","Bertrand Blier","France","French","Unavailable","Unavailable"
"8777","98209","7.1","506","9 August 1990 (Australia)","1990","80","None","Bruce McDonald","Canada","English","CAD&nbsp;250,000","Unavailable"
"8778","38494","7","4,120","7 June 1946 (USA)","1946","72","Approved","Roy William Neill","USA","English","Unavailable","Unavailable"
"8779","310778","6.9","4,357","21 May 2004 (USA)","2004","114","PG-13","Jean-Paul Rappeneau","France","French","$20,000,000","$2,353,728"
"8780","64045","6.7","1,655","23 April 1969 (France)","1969","110","M","Basil Dearden","UK","English","Unavailable","Unavailable"
"8781","368008","6.6","89,367","30 July 2004 (USA)","2004","129","R","Jonathan Demme","USA","English","$80,000,000","$65,948,711"
"8782","167456","4.2","11,509","30 July 2004 (USA)","2004","95","PG","Jonathan Frakes","UK","English","$57,000,000","$6,768,055"
"8783","368447","6.5","203,027","30 July 2004 (USA)","2004","108","PG-13","M. Night Shyamalan","USA","English","$60,000,000","$114,195,633"
"8784","333766","7.6","191,614","20 August 2004 (USA)","2004","102","R","Zach Braff","USA","English","$2,500,000","$26,781,723"
"8785","43313","8.3","4,878","2 August 1972 (USA)","1972","124","NotRated","Yasujirô Ozu","Japan","Japanese","Unavailable","Unavailable"
"8786","30643","7.7","6,459","29 October 1939 (USA)","1939","91","Approved","Marcel Carné","France","French","Unavailable","$26,765"
"8787","61094","6.5","1,545","July 1968 (USA)","(USA)","0","None","David Lane","UK","English","Unavailable","Unavailable"
"8788","63694","6.4","1,033","20 November 1968 (USA)","1968","89","G","David Lane","UK","English","Unavailable","Unavailable"
"8789","64137","6.2","1,996","October 1969 (Austria)","(Austria)","105","R","Sydney Pollack","USA","English","$8,000,000","Unavailable"
"8790","286921","6.6","737","14 February 2003 (UK)","2003","109","None","Alex Cox","UK","English","Unavailable","Unavailable"
"8791","115665","6.8","1,001","21 September 1996 (South Korea)","1996","0","R","Patrick Leung","Hong Kong","Korean","Unavailable","Unavailable"
"8792","323465","4.3","2,835","14 November 2003 (UK)","2003","91","R","Marcus Adams","UK","English","$11,500,000","Unavailable"
"8793","250638","6.9","3,337","17 April 2003 (Hong Kong)","2003","88","R","Johnnie To","Hong Kong","Cantonese","Unavailable","Unavailable"
"8794","76446","8","2,221","5 September 1977 (Soviet Union)","1977","103","None","Nikita Mikhalkov","Soviet Union","Russian","Unavailable","Unavailable"
"8795","275083","7.2","10,112","7 September 2001 (South Korea)","2001","158","R","Sung-su Kim","South Korea","Mandarin","BND&nbsp;8,000,000","Unavailable"
"8796","60438","7","7,025","16 October 1966 (USA)","1966","99","Approved","Richard Lester","USA","English","$2,000,000","Unavailable"
"8797","64921","7.9","3,670","17 April 1969 (USA)","1969","85","G","Albert Maysles","USA","English","$105,000","Unavailable"
"8798","369339","7.6","304,604","6 August 2004 (USA)","2004","120","R","Michael Mann","USA","English","$65,000,000","$100,003,492"
"8799","361841","5.3","15,509","6 August 2004 (USA)","2004","111","PG-13","Nick Hurran","USA","English","$35,000,000","$20,422,207"
"8800","345061","6.2","18,493","17 September 2004 (UK)","2004","93","R","Michael Winterbottom","UK","English","$7,500,000","$197,148"
"8801","104503","7.1","1,994","13 August 1992 (Germany)","1992","93","R","Alexandre Rockwell","USA","English","Unavailable","$256,249"
"8802","53351","6.5","1,503","1959 (UK)","Unavailable","123","Approved","Robert Rossen","USA","English","$4,000,000","Unavailable"
"8803","309291","7.4","2,563","29 June 2002 (Japan)","2002","83","None","Toshiaki Toyoda","Japan","Japanese","$800,000","Unavailable"
"8804","96336","7.6","2,959","February 1990 (USA)","(USA)","108","None","Claude Chabrol","France","French","Unavailable","$438,483"
"8805","262246","7.1","3,677","2 October 1999 (South Korea)","1999","0","R","Sang-Jin Kim","South Korea","Korean","Unavailable","Unavailable"
"8806","93505","6.9","960","11 February 1987 (France)","1987","100","None","Claude Chabrol","France","French","Unavailable","Unavailable"
"8807","366551","7.1","160,178","30 July 2004 (USA)","2004","88","R","Danny Leiner","USA","English","$9,000,000","$18,225,165"
"8808","368933","5.7","57,410","11 August 2004 (USA)","2004","113","G","Garry Marshall","USA","English","$40,000,000","$95,149,435"
"8809","337960","6.8","4,411","31 July 2003 (Australia)","2003","100","PG-13","Jeff Balsmeyer","Australia","English","Unavailable","$159,279"
"8810","370263","5.6","150,418","13 August 2004 (USA)","2004","101","PG-13","Paul W.S. Anderson","USA","English","$60,000,000","$80,281,096"
"8811","403703","4.6","6,581","13 August 2004 (USA)","2004","0","PG","Hatsuki Tsuji","Japan","English","$20,000,000","$19,762,690"
"8812","291392","5.7","2,207","25 December 2002 (France)","2002","98","R","Jean-Pierre Limosin","France","French","Unavailable","Unavailable"
"8813","361309","6.4","8,410","3 September 2004 (USA)","2004","101","R","John Curran","USA","English","$3,000,000","$2,037,545"
"8814","364751","5.9","38,542","20 August 2004 (USA)","2004","95","PG-13","Steven Brill","USA","English","$19,000,000","$58,156,435"
"8815","204313","5.1","29,426","20 August 2004 (USA)","2004","114","R","Renny Harlin","USA","English","$50,000,000","$41,814,863"
"8816","63634","5.6","1,528","15 April 1968 (Denmark)","1968","94","G","Norman Taurog","USA","English","$1,500,000","$3,000,000"
"8817","65125","5.4","1,074","3 September 1969 (USA)","1969","97","G","Peter Tewksbury","USA","English","Unavailable","Unavailable"
"8818","57191","6.1","1,803","3 April 1963 (USA)","1963","105","None","Norman Taurog","USA","English","Unavailable","$2,250,000"
"8819","61595","5.1","986","5 April 1967 (USA)","1967","91","NotRated","Norman Taurog","USA","English","Unavailable","$1,600,000"
"8820","61015","5.7","1,333","14 December 1966 (USA)","1966","90","NotRated","Norman Taurog","USA","English","Unavailable","Unavailable"
"8821","59255","4.7","1,179","15 December 1965 (USA)","1965","95","Approved","Gene Nelson","USA","English","$2,400,000","Unavailable"
"8822","80062","5.2","729","26 July 1979 (USA)","1979","93","G","Russ Mayberry","USA","English","Unavailable","Unavailable"
"8823","86370","5.1","1,609","18 February 1983 (USA)","1983","102","PG","Jeremy Kagan","USA","English","Unavailable","$6,300,000"
"8824","56093","6.9","809","10 October 1962 (USA)","1962","0","None","Henry Levin","USA","English","Unavailable","Unavailable"
"8825","92744","4.7","2,347","1 June 1988 (USA)","1988","89","R","John Quinn","Japan","English","Unavailable","Unavailable"
"8826","220726","7.3","2,212","15 January 2000 (France)","2000","100","None","Laurent Cantet","France","French","Unavailable","$116,866"
"8827","83652","8.2","3,143","20 May 1983 (USA)","1983","105","PG","Bill Cosby","USA","English","Unavailable","Unavailable"
"8828","57997","7.4","3,372","19 February 1964 (USA)","1964","116","Unrated","Paul Henreid","USA","English","$1,200,000","Unavailable"
"8829","315273","4.5","444","20 August 2004 (USA)","2004","0","PG","Joe Camp","USA","English","Unavailable","$3,785,401"
"8830","366174","4.6","23,276","27 August 2004 (USA)","2004","97","PG-13","Dwight H. Little","USA","English","$25,000,000","$31,526,393"
"8831","324127","5.9","16,907","27 August 2004 (USA)","2004","0","R","E. Elias Merhige","UK","English","$27,000,000","$8,712,564"
"8832","374330","6.4","3,828","23 September 2003 (China)","2003","120","R","Ping He","China","Mandarin","$10,000,000","$82,382"
"8833","241025","6.2","17,796","1 September 2004 (USA)","2004","141","PG-13","Mira Nair","USA","English","$23,000,000","$16,123,851"
"8834","380277","3.6","2,434","3 September 2004 (USA)","2004","0","PG-13","Lance Rivera","USA","English","Unavailable","$11,540,112"
"8835","338325","5.8","13,432","3 September 2004 (USA)","2004","84","PG-13","Paul Abascal","USA","English","$20,000,000","$15,712,072"
"8836","324554","7","46,348","3 September 2004 (USA)","2004","114","PG-13","Paul McGuigan","USA","English","$30,000,000","$12,831,121"
"8837","283077","6","1,156","16 May 2003 (Romania)","2003","0","R","John Bradshaw","Germany","English","$12,000,000","Unavailable"
"8838","71115","7.4","16,361","30 May 1975 (France)","1975","112","PG","Martin Scorsese","USA","English","$1,800,000","Unavailable"
"8839","113762","4","6,745","3 March 1995 (USA)","1995","106","R","Tobe Hooper","South Africa","English","Unavailable","$1,781,383"
"8840","63803","6.8","6,103","20 January 1978 (Finland)","1978","90","R","Martin Scorsese","USA","English","$75,000","Unavailable"
"8841","362129","5.9","2,166","28 April 2011 (South Korea)","2011","0","R","Wallace Wolodarsky","USA","English","Unavailable","$64,748"
"8842","105108","5.6","868","20 June 1992 (Japan)","1992","0","R","Jan Eliasberg","USA","English","Unavailable","Unavailable"
"8843","110518","5.4","652","13 May 1994 (USA)","1994","97","PG","Paul Rodriguez","USA","English","Unavailable","$1,221,832"
"8844","78763","8","4,267","14 February 1980 (Netherlands)","1980","117","None","Krzysztof Kieslowski","Poland","Polish","Unavailable","Unavailable"
"8845","86961","7.7","2,754","17 June 1985 (Poland)","1985","109","None","Krzysztof Kieslowski","Poland","Polish","Unavailable","Unavailable"
"8846","339147","5.7","7,517","19 February 2004 (Puerto Rico)","2004","80","R","Robert Harmon","USA","English","Unavailable","$367,027"
"8847","99691","4.3","1,397","2 November 1990 (USA)","1990","95","PG-13","Prince","USA","English","Unavailable","$4,562,778"
"8848","46521","8","11,042","7 November 1956 (USA)","1956","0","NotRated","Federico Fellini","Italy","Italian","Unavailable","$97,944"
"8849","92133","4.9","2,462","2 July 1986 (USA)","1986","98","PG-13","Prince","USA","English","Unavailable","$10,090,429"
"8850","57063","6.1","1,295","14 August 1963 (USA)","1963","87","G","James B. Clark","USA","English","Unavailable","Unavailable"
"8851","73722","7.2","1,746","28 March 1977 (Poland)","1977","113","PG","Michael Ritchie","USA","English","Unavailable","Unavailable"
"8852","59399","6.9","2,874","25 February 1965 (USA)","1965","154","None","Richard Brooks","UK","English","Unavailable","Unavailable"
"8853","81528","6","340","9 October 1980 (Australia)","1980","113","R","Rob Cohen","USA","English","Unavailable","Unavailable"
"8854","93624","6.3","9,535","14 October 1988 (USA)","1988","90","R","Kevin Tenney","USA","English","$1,200,000","$3,109,904"
"8855","90327","5.7","4,539","13 March 1987 (USA)","1987","98","R","Kevin Tenney","UK","English","$2,000,000","$7,369,373"
"8856","79822","4.4","1,304","21 December 1979 (USA)","1979","0","PG","Mark L. Lester","USA","English","Unavailable","Unavailable"
"8857","58294","7","1,793","15 January 1965 (Italy)","1965","114","None","Robert Rossen","USA","English","Unavailable","Unavailable"
"8858","80380","4.2","1,397","21 November 1980 (USA)","1980","90","PG","Menahem Golan","USA","English","$5,000,000","Unavailable"
"8859","270846","1.9","26,185","27 August 2004 (USA)","2004","88","PG","Bob Clark","Germany","English","$20,000,000","$9,109,322"
"8860","337921","6.5","81,366","10 September 2004 (USA)","2004","94","PG-13","David R. Ellis","USA","English","$25,000,000","$32,003,620"
"8861","318627","6.2","160,534","10 September 2004 (USA)","2004","94","R","Alexander Witt","Germany","English","$45,000,000","$50,740,078"
"8862","362526","6.4","9,216","24 September 2004 (USA)","2004","87","R","Gregory Jacobs","USA","English","Unavailable","$14,688,078"
"8863","389988","5.2","155","19 January 2004 (USA)","2004","86","PG-13","Enid Zentelis","USA","English","Unavailable","Unavailable"
"8864","339412","5.5","12,504","17 September 2004 (USA)","2004","104","PG-13","Charles Stone III","USA","English","$30,000,000","$21,800,302"
"8865","346156","6.1","74,353","17 September 2004 (USA)","2004","106","PG","Kerry Conran","USA","English","$70,000,000","$37,760,080"
"8866","360201","6.3","53,176","17 September 2004 (USA)","2004","98","PG-13","Richard Loncraine","UK","English","$31,000,000","$16,831,505"
"8867","348529","4.5","4,116","28 January 2004 (France)","2004","77","Unrated","Catherine Breillat","France","French","Unavailable","Unavailable"
"8868","338097","6.6","12,894","30 October 2004 (Japan)","2004","121","R","John Duigan","UK","English","Unavailable","$398,179"
"8869","361620","5","17,815","24 September 2004 (USA)","2004","0","PG","Forest Whitaker","USA","English","$30,000,000","$9,055,010"
"8870","356618","5.8","58,694","24 September 2004 (USA)","2004","91","PG-13","Joseph Ruben","USA","English","$42,000,000","$66,641,205"
"8871","357054","5.7","3,838","5 November 2004 (Brazil)","2004","93","R","Jeff Nathanson","USA","English","Unavailable","$463,730"
"8872","365125","5.1","10,950","24 September 2004 (USA)","2004","89","NC-17","John Waters","USA","English","$15,000,000","$1,339,668"
"8873","318462","7.8","85,697","15 October 2004 (USA)","2004","126","R","Walter Salles","Argentina","Spanish","Unavailable","$16,756,372"
"8874","365748","8","414,155","24 September 2004 (USA)","2004","99","R","Edgar Wright","UK","English","&pound;4,000,000","$13,464,388"
"8875","44509","7.8","3,539","March 1953 (USA)","(USA)","99","Approved","Daniel Mann","USA","English","Unavailable","Unavailable"
"8876","52631","6.7","642","19 February 1959 (Italy)","1959","0","None","Martin Ritt","USA","English","Unavailable","Unavailable"
"8877","33029","5.9","1,016","3 January 1941 (USA)","1941","84","Passed","H.C. Potter","USA","English","Unavailable","Unavailable"
"8878","101591","4.1","1,421","12 April 1991 (USA)","1991","0","R","Eric Louzil","USA","English","Unavailable","Unavailable"
"8879","71877","7.3","38,382","24 November 1974 (USA)","1974","128","PG","Sidney Lumet","UK","English","&pound;1,500,000","Unavailable"
"8880","89560","7.2","21,400","22 March 1985 (USA)","1985","120","PG-13","Peter Bogdanovich","USA","English","$8,000,000","$42,400,000"
"8881","29852","7","1,464","16 August 1938 (USA)","1938","106","Approved","Henry King","USA","English","$2,000,000","Unavailable"
"8882","62755","7.1","6,323","16 October 1968 (USA)","1968","116","Approved","Richard Fleischer","USA","English","$4,100,000","Unavailable"
"8883","81031","5.8","859","25 June 1980 (USA)","1980","97","G","Charles Jarrott","USA","English","Unavailable","Unavailable"
"8884","89543","5.6","12,283","19 July 1985 (USA)","1985","92","PG","Stan Dragoti","USA","English","$16,000,000","$8,600,000"
"8885","76683","6.4","6,780","12 May 1977 (West Germany)","1977","92","R","Michael Winner","USA","English","$3,700,000","Unavailable"
"8886","70622","5.3","2,494","July 1973 (USA)","(USA)","99","PG","Bernard L. Kowalski","USA","English","$1,300,000","Unavailable"
"8887","105811","5.6","1,643","7 August 1992 (USA)","1992","103","R","Christopher Crowe","USA","English","$18,000,000","$11,124,511"
"8888","251370","5.6","448","3 October 2003 (USA)","2003","103","R","Marc Fusco","USA","English","Unavailable","Unavailable"
"8889","79450","5.7","1,788","14 September 1979 (USA)","1979","102","R","Richard Marquand","UK","English","$2,500,000","Unavailable"
"8890","52549","5.5","1,314","16 July 1959 (USA)","1959","74","Approved","Roy Del Ruth","USA","English","Unavailable","Unavailable"
"8891","107090","5.1","891","26 March 1993 (USA)","1993","97","R","Robert Greenwald","USA","English","Unavailable","$5,678,777"
"8892","103773","4.5","2,281","21 February 1992 (USA)","1992","90","R","Frank Henenlotter","USA","English","Unavailable","Unavailable"
"8893","99108","5.3","3,283","5 October 1990 (USA)","1990","90","R","Frank Henenlotter","USA","English","$2,500,000","Unavailable"
"8894","76504","5.6","8,299","22 July 1977 (USA)","1977","92","PG","Michael Anderson","USA","English","Unavailable","Unavailable"
"8895","317052","5.8","1,064","11 October 2002 (UK)","2002","123","R","Duncan Roy","UK","English","Unavailable","Unavailable"
"8896","51756","6.4","1,993","October 1958 (USA)","(USA)","78","NotRated","Gene Fowler Jr.","USA","English","$175,000","Unavailable"
"8897","67881","7.1","901","22 January 1977 (Japan)","1977","105","GP","Mihalis Kakogiannis","UK","English","Unavailable","Unavailable"
"8898","44386","6.9","2,578","5 August 1954 (USA)","1954","90","Approved","Luis Buñuel","Mexico","English","$350,000","Unavailable"
"8899","79271","7","5,778","27 April 1979 (West Germany)","1979","109","R","Paul Schrader","USA","English","Unavailable","Unavailable"
"8900","66550","6.5","1,246","27 May 1970 (USA)","1970","100","R","Melvin Van Peebles","USA","English","$1,000,000","Unavailable"
"8901","87268","6.5","1,500","31 August 1984 (USA)","1984","94","R","William Tannen","USA","English","Unavailable","Unavailable"
"8902","72750","5.2","1,465","6 June 1975 (USA)","1975","99","PG","Jeannot Szwarc","USA","English","Unavailable","Unavailable"
"8903","57569","5","5,473","16 May 1964 (Japan)","1964","81","PG","Roger Corman","USA","English","Unavailable","Unavailable"
"8904","113449","2.8","919","10 October 1995 (USA)","1995","88","R","Steve Latshaw","USA","English","Unavailable","Unavailable"
