mLensID,imdbID,ratingAvg,ratingNum,releaseDate,releaseYear,durationMin,mpaaRating,director,country,language,budget,gross
"54254","457308","6.2","2,385","31 August 2007 (Brazil)","2007","97","R","Joey Lauren Adams","USA","English","$6,000,000","$117,560"
"54256","787475","6.7","62,915","3 August 2007 (USA)","2007","0","PG-13","Akiva Schaffer","USA","English","Unavailable","$13,920,741"
"54259","486655","7.7","219,524","10 August 2007 (USA)","2007","127","PG-13","Matthew Vaughn","UK","English","$70,000,000","$38,345,403"
"54262","58383","7.2","3,407","March 1964 (UK)","(UK)","90","Unrated","George Pollock","UK","English","Unavailable","Unavailable"
"54268","785077","2.1","13,934","27 July 2007 (USA)","2007","0","PG-13","Don Michael Paul","USA","English","$7,000,000","$5,694,308"
"54270","461703","4.6","11,896","10 August 2007 (USA)","2007","110","R","James Isaac","Canada","English","Unavailable","$1,018,965"
"54272","462538","7.4","267,420","27 July 2007 (USA)","2007","87","PG-13","David Silverman","USA","English","$75,000,000","$183,132,370"
"54274","897361","3.6","23,501","27 July 2007 (USA)","2007","0","R","Chris Sivertson","USA","English","$12,000,000","$7,233,485"
"54276","481141","6.3","61,113","27 July 2007 (USA)","2007","104","PG","Scott Hicks","USA","English","$28,000,000","$43,097,652"
"54278","467110","4.8","16,273","3 August 2007 (USA)","2007","0","PG","Frederik Du Chau","USA","English","Unavailable","$43,751,706"
"54281","423977","7","57,878","22 February 2008 (USA)","2008","97","R","Jon Poll","USA","English","$12,000,000","$3,950,294"
"54284","458522","5.5","4,204","3 August 2007 (USA)","2007","116","R","Leon Ichaso","USA","Spanish","Unavailable","$7,556,004"
"54286","440963","8.1","521,408","3 August 2007 (USA)","2007","115","PG-13","Paul Greengrass","USA","English","$110,000,000","$227,137,090"
"54290","804452","2.8","15,232","3 August 2007 (USA)","2007","0","PG","Sean McNamara","USA","English","Unavailable","$10,005,534"
"54318","54286","7.1","1,435","July 1961 (USA)","(USA)","96","None","Nagisa Ôshima","Japan","Japanese","Unavailable","Unavailable"
"54326","439810","7.7","320","22 January 2005 (USA)","2005","0","None","Scott Dalton","Colombia","Spanish","Unavailable","Unavailable"
"54328","778784","6.7","5,367","3 August 2007 (USA)","2007","94","PG-13","Patrice Leconte","France","French","Unavailable","$1,422,461"
"54331","796375","6.5","16,479","13 July 2007 (USA)","2007","93","R","John Dahl","USA","English","$4,000,000","$2,426,851"
"54341","430768","6.2","1,846","25 May 2007 (UK)","2007","81","NotRated","Cam Archer","USA","English","$50,000","$9,089"
"54349","456630","6.2","5,368","7 January 2006 (Japan)","2006","96","R","Takashi Shimizu","Japan","Japanese","Unavailable","Unavailable"
"54354","478116","7.6","514","27 September 2008 (Japan)","2008","86","None","Micha X. Peled","USA","Cantonese","Unavailable","Unavailable"
"54372","362225","7.6","40,080","8 August 2008 (USA)","2008","131","Unrated","Guillaume Canet","France","French","&euro;11,700,000","$6,177,192"
"54378","890882","6.6","1,760","23 February 2007 (Finland)","2007","104","None","Aleksi Salmenperä","Finland","Finnish","&euro;1,350,000","Unavailable"
"54406","24353","6.6","2,017","18 August 1933 (USA)","1933","74","Passed","Lowell Sherman","USA","English","$239,000","Unavailable"
"54419","402906","7.5","1,897","15 June 2007 (USA)","2007","90","None","Vít Klusák","Czech Republic","Czech","Unavailable","$17,393"
"54426","809407","7.4","5,927","29 September 2006 (Romania)","2006","89","Unrated","Corneliu Porumboiu","Romania","Romanian","&euro;200,000","$88,066"
"54445","69095","6.7","4,703","June 1973 (USA)","(USA)","103","PG","Giuseppe Colizzi","Italy","Italian","Unavailable","Unavailable"
"54455","88242","6","3,229","5 October 1984 (USA)","1984","107","R","Arthur Hiller","USA","English","Unavailable","Unavailable"
"54480","56112","6.5","1,613","13 June 1962 (USA)","1962","94","G","Nathan Juran","USA","English","Unavailable","Unavailable"
"54491","448927","6.2","3,435","6 January 2006 (Brazil)","2006","108","None","Daniel Filho","Brazil","Portuguese","Unavailable","Unavailable"
"54493","77904","5.2","2,014","15 April 1978 (Japan)","1978","104","R","William Girdler","Canada","English","$3,000,000","Unavailable"
"54501","43567","7.4","1,246","30 July 1951 (Sweden)","1951","90","NotRated","Alf Sjöberg","Sweden","Swedish","Unavailable","Unavailable"
"54503","829482","7.6","439,332","17 August 2007 (USA)","2007","113","R","Greg Mottola","USA","English","$20,000,000","$121,463,226"
"54505","488508","7","1,623","17 August 2007 (USA)","2007","0","G","Adam Ravetch","USA","English","Unavailable","$833,308"
"54510","808331","5.9","10,457","13 July 2007 (USA)","2007","106","R","George Ratliff","USA","English","Unavailable","$478,492"
"54513","796368","7.4","8,617","3 August 2007 (USA)","2007","118","R","Kasi Lemmons","USA","English","Unavailable","$4,472,823"
"54519","434292","7","4,173","2 September 2005 (Spain)","2005","0","None","Fernando León de Aranoa","Spain","Spanish","Unavailable","$28,866"
"54536","760187","5.1","5,372","13 October 2006 (USA)","2006","0","R","David Arquette","USA","English","Unavailable","$20,840"
"54542","40242","7.3","1,569","February 1949 (USA)","(USA)","112","Passed","Sam Wood","USA","English","$3,700,000","Unavailable"
"54554","432325","7.7","2,470","28 July 2005 (Germany)","2005","93","G","Byambasuren Davaa","Germany","Mongolian","&euro;600,000","$141,803"
"54561","109036","7.1","1,046","1993 (USA)","Unavailable","175","None","Unavailable","Germany","English","$10,000,000","Unavailable"
"54580","431979","7","2,044","16 November 2005 (France)","2005","110","Unrated","Xavier Beauvois","France","French","Unavailable","Unavailable"
"54605","60794","7.1","4,022","8 October 1968 (USA)","1968","85","PG","Mario Bava","Italy","Italian","$50,000","Unavailable"
"54607","775566","7.4","1,169","29 April 2006 (USA)","2006","97","None","Deborah Scranton","USA","English","Unavailable","$254,190"
"54612","416185","6.7","18,800","24 August 2007 (USA)","2007","112","PG-13","Rod Lurie","USA","English","$13,000,000","$3,169,424"
"54614","825225","6.8","609","14 May 2007 (USA)","2007","0","None","Desmond Nakano","USA","English","Unavailable","Unavailable"
"54617","412535","5","5,168","6 April 2005 (France)","2005","0","None","James Huth","France","French","&euro;5,340,000","Unavailable"
"54621","796335","7.3","5,302","31 January 2007 (France)","2007","0","PG-13","Laurent Tirard","France","French","&euro;16,000,000","$634,277"
"54648","293564","6.2","126,522","10 August 2007 (USA)","2007","91","PG-13","Brett Ratner","USA","English","$140,000,000","$140,080,850"
"54652","103595","7.5","1,091","20 November 1992 (USA)","1992","99","None","David Markey","USA","English","Unavailable","Unavailable"
"54686","462396","5.4","30,316","17 August 2007 (USA)","2007","102","PG-13","Doug Lefler","UK","English","$35,000,000","$5,932,060"
"54689","419909","7.2","1,453","26 June 2004 (Canada)","2004","0","None","Pierre Gill","Canada","English","CAD&nbsp;5,000,000","Unavailable"
"54691","459880","6.8","3,823","1 November 2006 (France)","2006","168","R","Pascale Ferran","Belgium","French","Unavailable","$687,414"
"54725","57622","6.1","1,284","23 October 1963 (USA)","1963","110","None","David Swift","USA","English","Unavailable","Unavailable"
"54732","424823","5.3","36,624","29 August 2007 (USA)","2007","90","PG-13","Robert Ben Garant","USA","English","Unavailable","$32,878,486"
"54734","815244","6.3","39,188","21 September 2007 (USA)","2007","108","PG-13","Joe Nussbaum","USA","English","$16,500,000","$11,702,090"
"54736","431197","7.1","104,617","28 September 2007 (USA)","2007","110","R","Peter Berg","USA","English","$70,000,000","$47,456,450"
"54738","486051","5.9","18,320","3 August 2007 (UK)","2007","91","R","Gregory Jacobs","USA","English","$6,000,000","$20,146"
"54745","477078","6.7","11,943","28 September 2007 (UK)","2007","101","R","Jeffrey Blitz","USA","English","$6,000,000","$712,391"
"54758","863037","7.7","1,693","24 June 2006 (USA)","2006","134","NotRated","Alex Jones","USA","English","$80,000","Unavailable"
"54768","462244","2.9","12,730","8 August 2007 (USA)","2007","89","PG","Fred Savage","USA","English","$6,000,000","$13,235,267"
"54771","427392","5.9","66,784","17 August 2007 (USA)","2007","99","PG-13","Oliver Hirschbiegel","USA","English","$80,000,000","$15,071,514"
"54775","499556","6.3","74,997","24 August 2007 (USA)","2007","103","R","Philip G. Atwell","USA","English","$25,000,000","$22,466,994"
"54778","775488","5.5","2,204","24 August 2007 (USA)","2007","0","R","Franc. Reyes","USA","English","$8,000,000","$3,054,430"
"54780","489237","6.2","49,956","24 August 2007 (USA)","2007","106","PG-13","Shari Springer Berman","USA","English","$20,000,000","$25,925,170"
"54783","473700","5.8","2,664","24 August 2007 (USA)","2007","111","R","Christopher Cain","USA","Unavailable","$11,000,000","$1,066,555"
"54785","373883","6.1","91,534","31 August 2007 (USA)","2007","109","R","Rob Zombie","USA","English","$15,000,000","$58,267,261"
"54787","804461","6.8","61,602","31 August 2007 (USA)","2007","105","R","James Wan","USA","English","$20,000,000","$9,525,276"
"54796","841044","6.8","27,542","31 August 2007 (USA)","2007","96","R","Julie Delpy","France","English","Unavailable","$4,432,981"
"54826","430676","5.7","2,171","1 July 2005 (Sweden)","2005","93","Unrated","Dario Argento","Italy","Italian","Unavailable","Unavailable"
"54833","39220","7.4","4,184","12 December 1947 (UK)","1947","92","None","John Boulting","UK","English","Unavailable","$223,887"
"54872","74740","7.2","3,910","25 November 1976 (Italy)","1976","0","None","Enzo G. Castellari","Italy","Italian","Unavailable","Unavailable"
"54875","61636","7.3","1,957","1976 (USA)","Unavailable","112","R","Sergio Sollima","Spain","Italian","Unavailable","Unavailable"
"54878","63293","7.3","2,869","22 April 1969 (West Germany)","1969","110","PG-13","Sergio Corbucci","Italy","English","Unavailable","Unavailable"
"54881","923752","8.2","31,390","28 February 2008 (Australia)","2008","79","PG-13","Seth Gordon","USA","English","Unavailable","$674,925"
"54885","377972","7.3","1,024","21 November 2004 (USA)","2004","103","PG-13","Steven Schachter","USA","English","Unavailable","Unavailable"
"54908","804540","5.6","20,965","14 February 2007 (France)","2007","91","NotRated","Gérard Krawczyk","France","French","Unavailable","Unavailable"
"54910","437857","6.8","17,694","13 October 2006 (USA)","2006","0","R","Scott Glosserman","USA","English","Unavailable","$38,500"
"54922","36497","6.8","637","17 July 1943 (USA)","1943","70","None","James Algar","USA","English","$788,000","Unavailable"
"54934","784972","5.3","9,722","7 September 2007 (USA)","2007","93","R","Bob Odenkirk","USA","English","$10,000,000","$900,926"
"54958","445935","6.1","8,714","22 February 2007 (Germany)","2007","112","R","Gregory Nava","USA","English","$21,000,000","Unavailable"
"54962","810988","6.4","29,711","30 November 2007 (UK)","2007","100","R","John August","USA","English","Unavailable","$62,745"
"54964","59106","6.4","1,451","21 March 1965 (UK)","1965","0","Unrated","Silvio Narizzano","UK","English","Unavailable","Unavailable"
"54967","792965","6.8","10,161","21 March 2007 (France)","2007","97","None","Claude Berri","France","French","Unavailable","Unavailable"
"54972","421143","4.8","364","21 August 2007 (USA)","2007","93","R","Jason Carvey","USA","English","$760,000","Unavailable"
"54978","484111","5.9","7,654","18 January 2008 (UK)","2008","93","R","Jake Paltrow","USA","English","$15,000,000","$20,380"
"54986","69697","7.5","7,938","May 1976 (USA)","(USA)","101","G","Marcello Fondato","Italy","Italian","Unavailable","Unavailable"
"54988","462721","5.7","706","2005 (France)","Unavailable","0","None","Illeana Douglas","USA","English","Unavailable","Unavailable"
"54995","1077258","7.1","173,604","21 June 2007 (Israel)","2007","105","NotRated","Robert Rodriguez","USA","English","Unavailable","Unavailable"
"54997","381849","7.7","246,972","7 September 2007 (USA)","2007","122","R","James Mangold","USA","English","$55,000,000","$53,574,088"
"54999","465602","6.7","132,819","7 September 2007 (USA)","2007","86","R","Michael Davis","USA","English","$39,000,000","$12,796,824"
"55020","811106","5","15,488","25 April 2008 (Taiwan)","2008","96","R","David Wain","USA","English","$5,250,000","$766,487"
"55031","346952","8.4","5,749","17 December 2002 (USA)","2002","224","NotRated","J.M. Kenny","USA","English","Unavailable","Unavailable"
"55036","116441","7.3","4,861","17 August 1996 (USA)","1996","116","R","Robert Harmon","USA","English","Unavailable","Unavailable"
"55040","40737","7.7","2,582","18 September 1950 (USA)","1950","108","NotRated","Giuseppe De Santis","Italy","Italian","Unavailable","Unavailable"
"55050","401420","6.6","5,630","30 November 2007 (USA)","2007","0","R","Griffin Dunne","USA","English","Unavailable","$85,410"
"55052","783233","7.8","201,427","11 January 2008 (USA)","2008","123","R","Joe Wright","UK","English","$30,000,000","$50,921,738"
"55061","800022","7","3,389","24 March 2007 (France)","2007","94","None","Thomas Bangalter","France","None","Unavailable","Unavailable"
"55063","1093842","7.7","3,904","4 July 2008 (UK)","2008","80","NotRated","Guy Maddin","Canada","English","$600,000","$156,629"
"55067","454931","7","4,993","2 March 2006 (Germany)","2006","93","None","Hans-Christian Schmid","Germany","German","Unavailable","$8,632"
"55069","1032846","7.9","47,030","14 September 2007 (Romania)","2007","113","NotRated","Cristian Mungiu","Romania","Romanian","&euro;590,000","$1,185,783"
"55071","912593","8.3","7,486","22 January 2007 (USA)","2007","102","None","Charles Ferguson","USA","English","$2,000,000","$1,430,185"
"55073","427528","4.2","3,298","25 April 2006 (USA)","2006","91","R","Don E. FauntLeRoy","Aruba","English","$15,000,000","Unavailable"
"55078","61648","7.2","4,164","18 October 1967 (USA)","1967","168","PG","John Schlesinger","UK","English","Unavailable","Unavailable"
"55080","476964","6.8","52,208","14 September 2007 (USA)","2007","122","R","Neil Jordan","USA","English","$70,000,000","$36,789,772"
"55094","478134","7.2","61,874","28 September 2007 (USA)","2007","121","R","Paul Haggis","USA","English","Unavailable","$6,777,589"
"55098","405508","8.3","78,973","26 January 2006 (USA)","2006","157","NotRated","Rakeysh Omprakash Mehra","India","Hindi","Unavailable","$2,197,331"
"55100","466839","6.1","14,797","11 May 2007 (Spain)","2007","97","PG-13","Amy Heckerling","USA","English","$24,000,000","Unavailable"
"55106","23940","7.6","4,210","29 December 1933 (USA)","1933","91","Approved","Ernst Lubitsch","USA","English","Unavailable","Unavailable"
"55110","465436","6.6","10,698","20 September 2007 (Australia)","2007","105","PG-13","Rod Hardy","Australia","English","$4,000,000","$46,474"
"55112","469184","6.8","4,905","17 March 2007 (USA)","2007","106","NotRated","Kern Konwiser","USA","English","Unavailable","Unavailable"
"55116","455782","6.9","22,528","21 September 2007 (USA)","2007","101","R","Richard Shepard","USA","English","$25,000,000","$876,671"
"55118","765443","7.7","196,730","21 September 2007 (USA)","2007","100","R","David Cronenberg","USA","English","&pound;25,000,000","$17,114,882"
"55132","476643","7.3","4,822","7 September 2007 (USA)","2007","117","Unrated","Eytan Fox","Israel","Hebrew","$1,500,000","$155,972"
"55147","246405","6.8","1,222","21 June 2001 (Germany)","2001","98","None","Nana Dzhordzhadze","Germany","Georgian","DEM&nbsp;4,300,000","Unavailable"
"55154","283503","6.4","5,146","28 May 2009 (Israel)","2009","99","R","Michael Corrente","USA","English","$8,000,000","$398,420"
"55156","492499","7.9","1,565","24 January 2006 (USA)","2006","0","NotRated","Henriette Mantel","USA","English","Unavailable","$175,237"
"55159","79182","7.9","4,485","17 October 1979 (USA)","1979","140","NotRated","Shôhei Imamura","Japan","Japanese","Unavailable","Unavailable"
"55167","831888","7.7","9,835","23 December 2006 (Japan)","2006","111","R","Michael Arias","Japan","Japanese","$4,200,000","Unavailable"
"55176","925248","8.1","5,700","2 November 2007 (UK)","2007","100","PG","David Sington","UK","English","$2,000,000","$1,134,049"
"55178","483812","6.3","1,551","21 January 2006 (USA)","2006","92","R","Hilary Brougher","USA","English","Unavailable","$25,073"
"55190","452643","6.3","12,077","25 April 2007 (France)","2007","90","R","Alek Keshishian","France","English","Unavailable","Unavailable"
"55199","770806","5.5","6,809","10 July 2007 (USA)","2007","0","R","Josef Rusnak","Bulgaria","English","$18,000,000","Unavailable"
"55205","480269","6.9","12,405","10 May 2007 (Netherlands)","2007","84","R","Steve Buscemi","USA","English","Unavailable","$416,417"
"55207","409799","7.7","8,672","10 October 2004 (USA)","2004","18","None","Sean Ellis","UK","English","&pound;30,000","Unavailable"
"55209","473188","5.9","12,408","17 November 2007 (Japan)","2007","0","R","John Herzfeld","USA","English","$22,000,000","Unavailable"
"55223","498120","7","3,399","22 November 2006 (France)","2006","120","None","Alain Resnais","France","French","&euro;12,800,000","$134,240"
"55226","48182","6.9","2,155","28 August 1955 (Japan)","1955","102","Approved","Samuel Fuller","USA","English","$1,380,000","Unavailable"
"55232","432021","6.3","158,364","21 September 2007 (USA)","2007","94","R","Russell Mulcahy","France","English","$45,000,000","$50,648,679"
"55241","419984","5.1","31,759","14 September 2007 (USA)","2007","0","PG-13","Craig Gillespie","USA","English","$22,000,000","$25,769,067"
"55245","452625","5.6","76,428","21 September 2007 (USA)","2007","101","R","Mark Helfrich","USA","English","$25,000,000","$35,000,629"
"55247","758758","8.1","454,823","19 October 2007 (USA)","2007","148","R","Sean Penn","USA","English","$15,000,000","$18,352,454"
"55250","492956","6.2","46,357","28 September 2007 (USA)","2007","110","PG","Andy Fickman","USA","English","$22,000,000","$90,636,983"
"55253","808357","7.6","31,618","26 October 2007 (USA)","2007","157","NC-17","Ang Lee","USA","Mandarin","$15,000,000","$4,602,512"
"55255","800027","6.7","14,488","28 September 2007 (USA)","2007","97","R","Robert Benton","USA","English","Unavailable","$3,504,875"
"55257","486640","4.5","20,517","18 October 2007 (Germany)","2007","100","R","Uwe Boll","USA","English","CAD&nbsp;20,000,000","Unavailable"
"55259","484562","4.8","13,487","5 October 2007 (USA)","2007","99","PG","David L. Cunningham","USA","English","$45,000,000","$8,791,738"
"55261","408839","5.8","74,125","5 October 2007 (USA)","2007","116","R","Bobby Farrelly","USA","English","$60,000,000","$36,771,343"
"55267","480242","6.8","88,532","26 October 2007 (USA)","2007","98","PG-13","Peter Hedges","USA","English","$25,000,000","$47,636,541"
"55269","838221","7.2","145,429","26 October 2007 (USA)","2007","91","R","Wes Anderson","USA","English","$17,500,000","$11,896,380"
"55272","498399","6.9","74,429","12 October 2007 (USA)","2007","117","R","James Gray","USA","English","$21,000,000","$28,563,179"
"55274","414055","6.9","56,803","12 October 2007 (USA)","2007","114","PG-13","Shekhar Kapur","UK","English","$55,000,000","$16,264,475"
"55276","465538","7.3","137,907","12 October 2007 (USA)","2007","119","R","Tony Gilroy","USA","English","$25,000,000","$49,024,969"
"55278","857265","6.5","26,675","23 November 2007 (UK)","2007","88","R","Kenneth Branagh","UK","English","Unavailable","$342,835"
"55280","805564","7.4","119,759","2 November 2007 (USA)","2007","106","PG-13","Craig Gillespie","USA","English","$12,000,000","$5,949,693"
"55282","389722","6.6","142,971","19 October 2007 (USA)","2007","113","R","David Slade","USA","English","$32,000,000","$39,568,996"
"55284","804522","6.8","48,734","19 October 2007 (USA)","2007","122","R","Gavin Hood","USA","English","$27,500,000","$9,664,316"
"55286","469623","7.2","24,879","19 October 2007 (USA)","2007","118","R","Susanne Bier","USA","English","$16,000,000","$2,849,142"
"55288","831884","6.7","19,297","19 June 2008 (Germany)","2008","102","R","Terry George","USA","English","$11,000,000","$101,440"
"55290","452623","7.7","205,058","19 October 2007 (USA)","2007","114","R","Ben Affleck","USA","English","$19,000,000","$20,300,218"
"55292","790804","4.2","10,172","19 October 2007 (USA)","2007","107","PG-13","Tom Brady","USA","English","$20,000,000","$13,349,251"
"55294","758798","6.5","3,832","12 October 2007 (Canada)","2007","90","R","Allan Moyle","Canada","English","Unavailable","$7,262"
"55298","486572","6.3","3,051","7 August 2007 (USA)","2007","88","R","Scott Caan","USA","English","Unavailable","$914"
"55324","425395","5.3","3,421","May 2006 (USA)","(USA)","86","PG-13","Greg Glienna","USA","English","Unavailable","Unavailable"
"55329","466664","5.8","6,665","7 April 2006 (UK)","2006","95","PG-13","Jonny Campbell","Germany","English","&pound;5,000,000","Unavailable"
"55343","480011","5.6","5,910","27 April 2007 (UK)","2007","80","R","Dan Reed","UK","English","&pound;1,800,000","Unavailable"
"55360","498097","7.3","8,601","20 October 2006 (Turkey)","2006","101","Unrated","Nuri Bilge Ceylan","Turkey","Turkish","Unavailable","$119,958"
"55363","443680","7.5","142,459","19 October 2007 (USA)","2007","160","R","Andrew Dominik","USA","English","$30,000,000","$3,904,982"
"55369","54745","7.5","1,700","20 October 1961 (France)","1961","85","NotRated","Edgar Morin","France","French","Unavailable","Unavailable"
"55373","42281","7.5","1,172","6 October 1950 (USA)","1950","97","None","Michael Curtiz","USA","English","Unavailable","Unavailable"
"55389","59496","7.3","4,039","7 November 1965 (UK)","1965","91","Unrated","Seth Holt","UK","English","$1,300,000","Unavailable"
"55391","360323","6.4","5,651","12 April 2007 (Lebanon)","2007","107","R","Robert Moresco","USA","English","$8,000,000","$53,481"
"55402","758732","6.8","4,076","18 January 2008 (USA)","2008","131","Unrated","Joseph Cedar","Israel","Hebrew","$2,500,000","$101,299"
"55406","446298","6.3","3,166","11 September 2008 (Brazil)","2008","98","R","Jeff Renfroe","UK","English","$3,400,000","$54,902"
"55408","756672","5.6","2,784","10 May 2007 (Israel)","2007","0","R","Gideon Raff","USA","English","$1,000,000","Unavailable"
"55417","762110","7.2","6,549","18 April 2007 (Belgium)","2007","103","R","Sam Garbarski","Belgium","English","$4,500,000","$44,064"
"55419","464061","5.8","3,948","25 April 2006 (USA)","2006","93","PG","Zackary Adler","USA","English","Unavailable","$2,226"
"55434","49004","6.6","866","29 December 1956 (Japan)","1956","94","Approved","Richard Fleischer","USA","English","$1,520,000","Unavailable"
"55440","449018","6.7","2,217","12 October 2007 (USA)","2007","119","PG","David M. Evans","USA","English","Unavailable","$1,158,779"
"55442","808417","8.1","73,678","22 February 2008 (USA)","2008","96","PG-13","Vincent Paronnaud","France","French","$7,300,000","$4,443,403"
"55444","421082","7.7","53,137","5 October 2007 (UK)","2007","122","R","Anton Corbijn","UK","English","&euro;4,500,000","$871,577"
"55451","866437","6.8","22,289","5 October 2007 (USA)","2007","106","PG-13","Robin Swicord","USA","English","Unavailable","$3,573,870"
"55460","92561","7.2","289","4 July 1986 (USA)","1986","80","None","Louis Malle","USA","English","Unavailable","Unavailable"
"55462","454457","5.5","3,600","24 February 2006 (Sweden)","2006","98","None","Anders Banke","Sweden","Swedish","Unavailable","Unavailable"
"55467","355611","6.3","1,353","14 February 2003 (Norway)","2003","85","None","Jens Lien","Norway","Norwegian","NOK&nbsp;14,500,000","Unavailable"
"55469","316599","7.1","1,571","22 June 2002 (Japan)","2002","131","None","Takashi Miike","Japan","Japanese","Unavailable","Unavailable"
"55476","356201","6","304","12 October 2006 (Brazil)","2006","0","None","Otto Guerra","Brazil","Portuguese","Unavailable","Unavailable"
"55485","765451","7.1","1,890","9 May 2008 (USA)","2008","104","R","Jeremy Podeswa","Canada","English","CAD&nbsp;12,000,000","$634,379"
"55487","758771","5.8","11,521","9 March 2007 (UK)","2007","103","R","Nick Love","UK","English","&pound;2,500,000","Unavailable"
"55489","53666","7.6","1,861","22 April 1960 (France)","1960","100","None","Claude Chabrol","France","French","Unavailable","$6,578"
"55492","454864","5.6","7,480","24 September 2008 (Italy)","2008","101","NotRated","Larry Fessenden","USA","English","$5,000,000","$32,921"
"55498","494834","5.9","9,737","21 September 2007 (USA)","2007","107","R","François Girard","Canada","English","$20,000,000","$1,101,711"
"55507","67402","7.5","3,265","29 March 1972 (Sweden)","1972","128","PG-13","Charles Jarrott","UK","English","Unavailable","Unavailable"
"55512","36692","6.4","398","29 December 1944 (USA)","1944","90","Approved","Frank Ryan","USA","English","Unavailable","Unavailable"
"55517","391229","6.2","3,002","28 April 2006 (USA)","2006","80","R","Jeff Garlin","USA","English","$1,500,000","$194,568"
"55549","961117","5.7","1,972","19 October 2007 (Netherlands)","2007","97","R","Rick Caine","Canada","English","Unavailable","Unavailable"
"55553","779982","5.8","35,568","29 March 2007 (New Zealand)","2007","87","NotRated","Jonathan King","New Zealand","English","Unavailable","$82,987"
"55555","880502","7.9","26,732","27 September 2007 (Germany)","2007","122","Unrated","Fatih Akin","Germany","German","Unavailable","$741,283"
"55566","906108","5.7","10,108","12 October 2007 (USA)","2007","0","PG-13","Tyler Perry","USA","English","$15,000,000","$55,184,721"
"55577","890870","5.9","115,845","26 October 2007 (USA)","2007","93","R","Darren Lynn Bousman","USA","English","$10,000,000","$63,270,259"
"55603","780534","5.3","9,695","30 April 2008 (Spain)","2008","0","PG-13","George Gallo","Germany","English","$25,000,000","Unavailable"
"55620","912583","7.9","4,091","5 October 2007 (USA)","2007","95","Unrated","Daniel G. Karslake","USA","English","Unavailable","$309,123"
"55626","210302","6.9","1,826","15 September 1999 (Japan)","1999","84","None","Shin'ya Tsukamoto","Japan","Japanese","Unavailable","Unavailable"
"55628","23236","4","615","10 February 1932 (USA)","1932","63","Passed","Frank R. Strayer","USA","English","Unavailable","Unavailable"
"55652","79871","7.6","7,714","28 September 1979 (UK)","1979","98","R","Alan Clarke","UK","English","&pound;250,000","Unavailable"
"55659","81494","7.1","2,257","August 1982 (USA)","(USA)","0","R","Chia-Liang Liu","Hong Kong","Cantonese","Unavailable","Unavailable"
"55668","446752","5.7","3,034","13 June 2008 (Italy)","2008","93","PG-13","Christian Charles","USA","English","Unavailable","$11,431"
"55671","34162","7.5","2,388","21 March 1941 (USA)","1941","87","Approved","Michael Curtiz","USA","English","$1,013,217","Unavailable"
"55681","94238","7.4","1,566","10 October 1986 (Denmark)","1986","76","None","Peter Madsen","Denmark","Danish","DKK&nbsp;40,000,000","Unavailable"
"55684","821470","6.7","3,649","25 May 2006 (South Korea)","2006","0","None","Seung-wan Ryoo","South Korea","Korean","$2,400,000","Unavailable"
"55687","912592","7.2","2,880","14 December 2007 (UK)","2007","82","PG-13","Amir Bar-Lev","USA","English","Unavailable","$231,274"
"55691","94641","7.6","2,132","17 January 1989 (Spain)","1989","110","None","José Luis Cuerda","Spain","Spanish","Unavailable","Unavailable"
"55705","817225","7.5","4,445","22 December 2010 (USA)","2010","0","NotRated","Chang-dong Lee","South Korea","Korean","Unavailable","Unavailable"
"55713","41786","7.3","3,009","November 1949 (USA)","(USA)","82","Approved","Max Ophüls","USA","English","$882,653","Unavailable"
"55721","861739","8.1","85,010","12 October 2007 (Brazil)","2007","115","R","José Padilha","Brazil","Portuguese","$4,000,000","$8,060"
"55726","857355","7.4","5,078","2 November 2006 (Brazil)","2006","104","PG","Cao Hamburger","Brazil","Portuguese","BRL&nbsp;3,000,000","Unavailable"
"55729","388182","6.7","20,260","12 September 2007 (France)","2007","93","PG-13","Mike Cahill","USA","English","Unavailable","$263,674"
"55732","415965","6.8","17,875","2 November 2007 (USA)","2007","106","PG","Menno Meyjes","USA","English","$27,000,000","$7,486,906"
"55737","780583","5.2","8,213","24 June 2008 (Greece)","2008","94","Unrated","Scott Thomas","USA","English","Unavailable","Unavailable"
"55751","357585","4.6","4,134","27 February 2004 (Canada)","2004","95","R","Matthew Hastings","Canada","English","$5,000,000","Unavailable"
"55757","79278","7.1","648","15 July 1982 (Australia)","1982","92","PG","Joan Micklin Silver","USA","English","Unavailable","Unavailable"
"55765","765429","7.8","335,990","2 November 2007 (USA)","2007","157","R","Ridley Scott","USA","English","$100,000,000","$130,127,620"
"55768","389790","6.1","111,883","2 November 2007 (USA)","2007","91","PG","Steve Hickner","USA","English","$150,000,000","$126,597,121"
"55782","444778","7.5","1,588","9 March 2006 (South Korea)","2006","0","None","Wisit Sasanatieng","Thailand","Thai","THB&nbsp;60,000,000","Unavailable"
"55805","292963","7.3","84,193","26 October 2007 (USA)","2007","117","R","Sidney Lumet","USA","English","$18,000,000","$7,083,025"
"55814","401383","8","92,409","1 February 2008 (USA)","2008","112","PG-13","Julian Schnabel","France","French","Unavailable","$5,990,075"
"55820","477348","8.1","653,779","21 November 2007 (USA)","2007","122","R","Ethan Coen","USA","English","$25,000,000","$74,273,505"
"55826","219171","6.1","2,004","31 October 2007 (Philippines)","2007","101","None","Roger Spottiswoode","Germany","English","Unavailable","Unavailable"
