mLensID,imdbID,ratingAvg,ratingNum,releaseDate,releaseYear,durationMin,mpaaRating,director,country,language,budget,gross
"81499","494864","5.5","6,824","15 January 2009 (Israel)","2009","101","R","John Polson","USA","English","Unavailable","Unavailable"
"81501","82633","7.3","1,143","November 1982 (USA)","(USA)","110","None","Nils Malmros","Denmark","Danish","Unavailable","Unavailable"
"81512","1212419","6.5","82,214","22 October 2010 (USA)","2010","129","PG-13","Clint Eastwood","USA","English","$50,000,000","$32,741,596"
"81516","1181791","6.4","37,333","11 June 2010 (UK)","2010","102","R","Christopher Smith","Germany","English","Unavailable","$22,045"
"81518","940580","5.9","3,244","14 January 2009 (France)","2009","107","None","Gilles Bourdos","Germany","English","$15,400,000","Unavailable"
"81520","1156466","7.5","29,993","17 June 2010 (United Arab Emirates)","2010","0","R","Isaac Florentine","USA","English","$3,000,000","Unavailable"
"81524","73482","7.2","1,336","26 September 1975 (Denmark)","1975","105","NotRated","Erik Balling","Denmark","Danish","Unavailable","Unavailable"
"81535","1477076","5.6","71,451","29 October 2010 (USA)","2010","90","R","Kevin Greutert","Canada","English","$20,000,000","$45,670,855"
"81537","1231583","6.6","281,761","5 November 2010 (USA)","2010","95","R","Todd Phillips","USA","English","$65,000,000","$100,448,498"
"81546","37980","7.1","772","1 November 1945 (USA)","1945","93","Approved","Alexander Korda","UK","English","Unavailable","Unavailable"
"81548","51534","6.6","887","6 May 1958 (Japan)","1958","111","None","Delbert Mann","USA","English","Unavailable","Unavailable"
"81562","1542344","7.6","291,736","28 January 2011 (USA)","2011","94","R","Danny Boyle","USA","English","$18,000,000","$18,329,466"
"81564","1001526","7.3","182,423","5 November 2010 (USA)","2010","95","PG","Tom McGrath","USA","English","$130,000,000","$148,337,537"
"81566","1194235","6.7","282","16 October 2008 (Germany)","2008","99","None","Emily Atef","Germany","German","&euro;500,000","Unavailable"
"81568","35794","7.7","3,076","1 January 1943 (USA)","1943","8","Approved","Jack Kinney","USA","German","Unavailable","Unavailable"
"81574","75433","5.6","923","February 1976 (USA)","(USA)","83","R","Matt Cimber","USA","English","Unavailable","Unavailable"
"81583","29454","6.4","801","26 March 1937 (USA)","1937","83","NotRated","George Stevens","USA","English","Unavailable","Unavailable"
"81585","33110","7.1","1,028","27 September 1940 (USA)","1940","120","Passed","Busby Berkeley","USA","English","$838,661","Unavailable"
"81587","56341","6.4","823","31 October 1962 (USA)","1962","112","None","George Roy Hill","USA","English","Unavailable","Unavailable"
"81589","60983","6.1","921","2 April 1966 (USA)","1966","97","None","Henry Koster","USA","English","Unavailable","Unavailable"
"81591","947798","8","577,470","17 December 2010 (USA)","2010","108","R","Darren Aronofsky","USA","English","$13,000,000","$106,952,327"
"81610","33283","6.2","747","22 November 1940 (USA)","1940","97","Approved","David Butler","USA","English","$353,000","Unavailable"
"81613","78878","5.8","645","6 January 1979 (Italy)","1979","116","R","Robert Mulligan","USA","English","Unavailable","Unavailable"
"81615","67980","5.7","642","1 November 1971 (Denmark)","1971","108","R","Ulu Grosbard","USA","English","Unavailable","Unavailable"
"81617","81656","6.3","496","19 December 1980 (USA)","1980","121","PG","Bob Clark","Canada","English","$8,400,000","Unavailable"
"81621","112934","6.9","753","18 January 1996 (Netherlands)","1996","86","None","Bent Hamer","Norway","Norwegian","Unavailable","Unavailable"
"81629","1333668","7.4","607","18 November 2011 (Germany)","2011","0","Unrated","Michel Orion Scott","USA","English","$160,000","$155,984"
"81631","486665","6","622","8 June 2007 (USA)","2007","88","None","Larry Blamire","USA","English","Unavailable","Unavailable"
"81633","1245091","6.8","557","16 January 2009 (USA)","2009","0","None","Larry Blamire","USA","English","Unavailable","Unavailable"
"81637","1230204","6.1","5,605","4 August 2010 (Belgium)","2010","88","PG","Ben Stassen","France","English","Unavailable","Unavailable"
"81639","1278379","6.4","7,196","29 December 2010 (France)","2010","91","R","Philip Seymour Hoffman","USA","English","Unavailable","$538,808"
"81641","977855","6.8","39,934","3 December 2010 (USA)","2010","108","PG-13","Doug Liman","USA","English","$22,000,000","$9,528,092"
"81643","37702","6.3","915","28 May 1945 (USA)","1945","91","Approved","Joseph Kane","USA","English","$600,000","Unavailable"
"81646","44903","6.6","970","13 March 1953 (Australia)","1953","115","Approved","Mervyn LeRoy","USA","English","Unavailable","Unavailable"
"81656","19901","7.4","2,081","6 February 1931 (USA)","1931","156","None","Fritz Lang","Germany","German","Unavailable","Unavailable"
"81658","41373","7","1,690","30 April 1949 (USA)","1949","94","Approved","Michael Curtiz","USA","English","$1,528,000","Unavailable"
"81660","85124","5.3","2,095","22 April 1983 (USA)","1983","92","R","Enzo G. Castellari","Italy","Italian","Unavailable","Unavailable"
"81665","66122","7.3","3,741","18 March 1971 (Denmark)","1971","92","R","Jerzy Skolimowski","UK","English","Unavailable","Unavailable"
"81667","318742","6.8","1,393","26 June 2003 (Germany)","2003","95","None","Bernardo Bertolucci","UK","English","Unavailable","Unavailable"
"81669","120075","6.7","2,253","October 1998 (USA)","(USA)","123","None","Michael Haneke","Germany","German","Unavailable","Unavailable"
"81671","43306","8.1","2,645","7 April 1956 (USA)","1956","193","None","Raj Kapoor","India","Hindi","Unavailable","Unavailable"
"81673","143334","7.1","2,484","28 November 1997 (Turkey)","1997","0","None","Nuri Bilge Ceylan","Turkey","Turkish","Unavailable","Unavailable"
"81676","374308","6.2","1,069","22 August 2003 (Norway)","2003","85","None","Magnus Martens","Norway","Norwegian","NOK&nbsp;6,400,000","Unavailable"
"81679","454932","5.6","1,182","26 September 2006 (USA)","2006","92","NotRated","Angela Bettis","USA","English","$250,000","Unavailable"
"81681","41497","6.9","1,523","26 February 1949 (USA)","1949","81","None","Samuel Fuller","USA","English","Unavailable","Unavailable"
"81684","53729","7.1","2,278","March 1960 (USA)","(USA)","74","Approved","Budd Boetticher","USA","English","Unavailable","Unavailable"
"81688","113241","6.5","1,148","14 November 1997 (USA)","1997","112","Unrated","Larry Fessenden","USA","English","$200,000","Unavailable"
"81690","993778","6.9","1,263","7 June 2007 (Thailand)","2007","105","None","Pen-Ek Ratanaruang","Thailand","Thai","$2,000,000","Unavailable"
"81698","217978","5.7","1,074","26 December 2001 (France)","2001","85","R","Abel Ferrara","USA","English","Unavailable","Unavailable"
"81700","479550","7","147","21 November 2004 (Austria)","2004","101","None","James Benning","USA","Unavailable","Unavailable","Unavailable"
"81702","1101675","6.8","1,473","28 November 2008 (Mexico)","2008","85","None","Fernando Eimbcke","Mexico","Spanish","Unavailable","$5,685"
"81704","1405809","6.9","2,614","17 February 2010 (USA)","2010","96","None","Jessica Hausner","Austria","French","&euro;2,000,000","$9,408"
"81708","1225290","6.9","1,422","12 September 2008 (Poland)","2008","87","None","Jerzy Skolimowski","Poland","Polish","Unavailable","Unavailable"
"81711","1725156","6.8","2,929","28 October 2010 (USA)","2010","26","TV-PG","Gary Trousdale","USA","English","Unavailable","Unavailable"
"81713","1136688","3.2","1,364","31 July 2010 (USA)","2010","86","R","Albert Pyun","USA","English","$1,000,000","Unavailable"
"81725","1588875","7","5,477","28 January 2011 (USA)","2011","130","None","Aleksey Popogrebskiy","Russia","Russian","$2,500,000","$8,109"
"81727","1644577","7.4","323","2010 (Israel)","Unavailable","90","None","Alexander Gentelev","Germany","Russian","Unavailable","Unavailable"
"81731","1453159","8.1","23,421","23 July 2010 (USA)","2010","60","TV-MA","Unavailable","Germany","English","$40,000,000","Unavailable"
"81733","147039","8.1","1,628","26 November 1926 (France)","1926","38","None","Dimitri Kirsanoff","France","Unavailable","Unavailable","Unavailable"
"81736","58126","8.4","1,952","24 June 1964 (Soviet Union)","1964","140","NotRated","Grigori Kozintsev","Soviet Union","Russian","Unavailable","Unavailable"
"81738","45507","7.6","217","19 August 1953 (Japan)","1953","86","None","Mikio Naruse","Japan","Japanese","Unavailable","Unavailable"
"81742","120404","5.1","1,156","19 March 1997 (France)","1997","102","None","René Manzor","France","French","Unavailable","Unavailable"
"81744","1038685","3.1","3,676","26 August 2010 (Singapore)","2010","93","None","Gordon Chan","Japan","English","Unavailable","Unavailable"
"81751","1588895","6.6","9,879","1 September 2010 (France)","2010","114","NotRated","Apichatpong Weerasethakul","Thailand","Thai","Unavailable","$183,605"
"81753","1533796","6.8","92","16 October 2009 (Finland)","2009","79","None","Arto Halonen","Finland","Finnish","&euro;211,002","Unavailable"
"81755","68983","7.4","806","31 July 2013 (France)","2013","46","None","Bill Douglas","UK","Scots","Unavailable","Unavailable"
"81758","466214","4.1","89","14 December 2005 (Sweden)","2005","110","None","Henrique Couto","USA","English","Unavailable","Unavailable"
"81765","113205","7.2","99","September 1995 (Poland)","(Poland)","107","None","Jan Jakub Kolski","Poland","Polish","Unavailable","Unavailable"
"81768","29201","7.1","1,029","19 February 1937 (USA)","1937","82","Unrated","Lothar Mendes","UK","English","Unavailable","Unavailable"
"81770","118823","7.2","335","1 October 1997 (France)","1997","120","None","Sarunas Bartas","Lithuania","French","Unavailable","Unavailable"
"81782","477080","6.8","156,479","12 November 2010 (USA)","2010","98","PG-13","Tony Scott","USA","English","$100,000,000","$81,557,479"
"81784","1126618","6.5","61,090","10 November 2010 (USA)","2010","0","PG-13","Roger Michell","USA","English","$40,000,000","$30,993,544"
"81786","1020773","7.2","15,569","25 March 2011 (USA)","2011","106","Unrated","Abbas Kiarostami","France","French","&euro;7,000,000","$1,337,384"
"81788","1458175","7.4","152,037","19 November 2010 (USA)","2010","133","PG-13","Paul Haggis","USA","English","$35,000,000","$21,129,348"
"81791","1421051","6.3","36,980","21 January 2011 (USA)","2011","97","R","Sofia Coppola","USA","English","$7,000,000","$1,768,416"
"81795","1270101","6.9","299","10 April 2009 (Germany)","2009","0","None","Dror Zahavi","Germany","German","Unavailable","Unavailable"
"81802","1519245","5.5","1,202","5 November 2010 (Spain)","2010","105","None","Eugenio Mira","Spain","Spanish","&euro;3,700,000","Unavailable"
"81804","1235189","6.9","31,184","18 June 2010 (UK)","2010","98","PG-13","Jonathan Lynn","UK","English","$8,000,000","$117,190"
"81806","141966","7.9","728","8 January 1979 (Romania)","1979","114","None","Doru Nastase","Romania","Romanian","Unavailable","Unavailable"
"81817","1321865","7.7","10,798","11 October 2010 (USA)","2010","330","NotRated","Unavailable","France","English","Unavailable","$145,118"
"81819","1164999","7.5","72,254","4 February 2011 (USA)","2011","148","R","Alejandro González Iñárritu","Mexico","Spanish","Unavailable","$5,100,937"
"81823","1360875","7","2,010","9 October 2009 (UK)","2009","82","None","Peter Strickland","Romania","Hungarian","Unavailable","Unavailable"
"81825","1158936","6.9","2,005","11 February 2009 (France)","2009","110","None","Costa-Gavras","France","French","$12,000,000","Unavailable"
"81831","1467273","7.1","3,663","15 January 2010 (Italy)","2010","122","None","Paolo Virzì","Italy","Italian","&euro;7,788,176","Unavailable"
"81834","926084","7.7","353,579","19 November 2010 (USA)","2010","146","PG-13","David Yates","UK","English","&pound;150,000,000","$294,980,434"
"81845","1504320","8","530,815","25 December 2010 (USA)","2010","118","R","Tom Hooper","UK","English","$15,000,000","$138,795,342"
"81847","398286","7.8","313,303","24 November 2010 (USA)","2010","0","PG","Nathan Greno","USA","English","$260,000,000","$200,807,262"
"81851","55073","6.8","1,960","1961 (UK)","Unavailable","112","Approved","Robert Aldrich","USA","English","Unavailable","Unavailable"
"81853","56576","6.8","2,171","7 July 1965 (USA)","1965","87","None","Joseph Losey","UK","English","$500,000","Unavailable"
"81857","29222","7.5","742","26 March 1937 (USA)","1937","132","Approved","Robert Z. Leonard","USA","English","Unavailable","Unavailable"
"81859","41687","6.4","968","June 1949 (USA)","(USA)","95","NotRated","Edward Buzzell","USA","English","Unavailable","Unavailable"
"81867","758017","6.2","895","12 October 2007 (Canada)","2007","87","R","Mark Adam","Canada","English","CAD&nbsp;1,300,000","Unavailable"
"81880","984159","7.2","502","29 March 2007 (UK)","2007","95","None","Philip John","UK","English","Unavailable","Unavailable"
"81898","1518821","7.2","182","30 June 2010 (USA)","2010","102","Unrated","Vikram Jayanti","USA","English","Unavailable","Unavailable"
"81903","1199494","6.9","582","2009 (USA)","Unavailable","92","NotRated","Larry Blamire","USA","English","$600,000","Unavailable"
"81906","1441084","5.9","113","16 September 2011 (Canada)","2011","110","None","Charles-Olivier Michaud","Canada","English","Unavailable","Unavailable"
"81910","1326733","7.6","1,938","29 September 2009 (USA)","2009","101","Unrated","Don Argott","USA","English","Unavailable","$541,027"
"81925","384699","6.7","1,351","28 May 2005 (USA)","2005","102","PG-13","Gabrielle Savage Dockterman","USA","English","Unavailable","Unavailable"
"81927","1047832","5.5","2,296","21 October 2008 (USA)","2008","90","R","Kevin Bray","USA","English","$5,000,000","Unavailable"
"81930","460342","5.6","542","8 March 2006 (France)","2006","0","None","Julie Lopes-Curval","France","French","Unavailable","Unavailable"
"81932","964517","7.9","288,244","17 December 2010 (USA)","2010","116","R","David O. Russell","USA","English","$25,000,000","$93,571,803"
"81949","1403988","5.1","10,307","26 May 2010 (Australia)","2010","0","PG-13","Galt Niederhoffer","USA","English","$4,500,000","$103,280"
"81952","20876","6.9","735","8 November 1930 (USA)","1930","93","Passed","Clyde Bruckman","USA","English","$647,000","Unavailable"
"81954","95053","6.4","382","20 April 1988 (Spain)","1988","149","None","Carlos Saura","Spain","Spanish","Unavailable","Unavailable"
"81957","1048174","6.8","2,914","3 April 2009 (UK)","2009","93","PG-13","Shamim Sarif","South Africa","English","Unavailable","$16,832"
"81959","176666","7.6","624","30 August 1978 (France)","1978","108","None","Michel Deville","France","French","Unavailable","Unavailable"
"81962","59829","8","442","12 May 1965 (Yugoslavia)","1965","80","None","Aleksandar Petrovic","Yugoslavia","Serbian","Unavailable","Unavailable"
"81975","46365","7.7","750","May 1953 (France)","(France)","30","None","Ghislain Cloquet","France","French","Unavailable","Unavailable"
"81979","110547","7.2","787","25 October 2007 (Germany)","2007","6","None","Michael Dudok de Wit","France","French","Unavailable","Unavailable"
"81981","74720","7.5","3,275","8 December 1976 (France)","1976","95","None","Francis Veber","France","French","Unavailable","Unavailable"
"81983","66127","7.2","676","1970 (Iran)","Unavailable","10","None","Abbas Kiarostami","Iran","None","Unavailable","Unavailable"
